sequence,stack_depth,count
(()())))((())()(()(()(())(()(()()()())(()(())))))(()(())((((()()(()())()))((((())())()))))((()))))))())(())()()((()()(()(()(((()(((((()())(()))((()(((()))((())(())(((())())((((((((()))))))))()()(((((())()))((())())))((()())))))())())((())))))(()())())(((())((())())()(()((((()(())())()()))()()))(())()((())((((((())()))())((()))()((())))())((()()()()))))((()()()()()))(())())()()(()()(((()(()()))())))()(()())(()))()))()((()((())()()(())()(()(())())))())(()()()())(()(((())()))(())((((((()))()())())())()))((()(),-2,0
((()()(()(((((())()))()()()()))(((()))()))(()((()()(((()(()(((()(()((()()(()()(()((((())))()()())())(()))(()(()))))))()(()())((())())()())(()))(()))))))((()(()())((()(())()))())((())))()()((())(()())((((())()((())()))(())))(())()(()()))(((()())))(())))))()()(((())())(((()()()())(()((()((()()))(()()(())(((()()(())())))((())((()))((()()()()()()())))(()()))())))()))))))))((()()((((())))(((()())(()(())))())())()()())(()))))(()(((())(((((()()())()((((((())()(()((())))(((()))())()((()))(()(()()))(())(())())))(((),-22,4
(()))))())()))(()()())()()()))))(()(())))((()(()())))(()()(((())())(())(())((((()((()(())(()))))(()))(()((()()((()()))()((()(((())(()(()())()())(()))(()))(()))()()))))(((()))((()()))))())(((((((((()(()))((())()(()()))(((())(())()(((()()))(()))((()))()))()(((()))())((((((()))))((())))))((())()))()(((()))()()))))((()())()()))))()))(())()())((())())(((()((()))()())(()))())))(()((((((()(()()(()())()()))))(())((()(((()())(((()))()()))()())))()((((((()(()())((()))()))))))))())))(((((())()))((()())(((()(()(()(((((,-2,-2
()()(()(()))()()()(()())()()()()()(()(((()))()()(((())((())((())())(()((()())))())))()(())(()))((((()))((()(())(())((()))())()(()))())((()))(((()(((((((((())(())(()))()()(()()())))(((()()(()()())(()()))((()()()))())))))(()(((((()(()())()()(()))())())))(()())))()))(()))))()())()((())(((())())))()(()(()()(()))(()((((()((((((()))(()((())((()()))))(())()())()(()())(((((())))(((()))))))(((()(()()(()(()())))))(((()(()(()()()()()()())())))())(()))()()))())(())))()((((()))((()(())((((((()))())())))((((()))))))))))),15,0
((()(())()((())(()))())()(()))((((())((()((())()))((((((())()(())((((()((((()(())))()((())()))())()()))((())))))())))(())))())))()()((()(())))(()((()()())))(((((((())))(()((())((()))(()))((((((()()))()(()(((()())))))))()()))(()(((((()))())))((())()))()((((((((((((((((((((((((((((((((((((((((((((()()())))())()))()))))((()(())()(((())()((())))((((())())(()()))())((()((())))()((((())))())()(((((()(()()())())((()()()))()))()())((()((()()(()))))(()()()()))((())(()())())))))))))))))))))))))))))))))))))))))))))))),49,0
())()))))(((()())((()((((())()))()()((())(()())((()))(()))))((()((((()()())())))))())((((()))(()))()(()))(()())((((()())())))()(())()))((()(()()))(((()(()((((())(())()()()))))))())()())()()()(()(()()))((())))()))(())())(()(()((())())()(())())()()(())(()((()()()())())())))()))(()(((()()()()()(((()))()()()((())))(((()))(()()))((())()))(((()(()((()(())))(()()((((())()())((())()())()))(())))(()()))))))))((((((((()))()))))))())(()))()()()(((())()()(()()()()(()()()())())))(()())())((()((((((((()(()((((())()(((()),-1,0
()()(()())()()((()(()(()()))(())(())()()(()((())((()))))))()()()()((()())(()))(((())))(()((()))(()(()))(((()))((()(())((())))(((()()(()(()(()())())(()))())))))(((((())))()())(()((((()())(()((())(((())(()))))))))))(((()))))(()()((())()))()(()(())(())(()))()()(()()()())()((()))((()(((()()))))())(())(())()(((()()(((()()()()(((()(((((()()))))(()((((()))((((((((((((((((((()()()()()()()()()())(()()))(())((()()()()))()))()(()))())))((()(())(()())))))()(())))((()(()(())()))())()))())))(()))())))))(())((())))))))))),32,0
()()()()()(()())()(())(((((())))()()()(((()()((((()())()(((()))((()((()()))(((())()))()()))()((((())(())((())()))((()()(()(()()((((()())))()))(())))((()()())()))((((()(()((())()((()(()((()(((()())())))(()(())))()((())()())())()(()))()())))(())))))((()())()(()))()(((()()(()))()(()()((()()())()(()(((()()))()(()(()(()())))())((((()(((())))))(())))()()))))())())))))(()(()())(()))))()(((()(((((((((((((((((((()()()()()()))())()))()()()(()(((()))(()))()))())))))((())((((((()()))((()((((())))))))))))))))))))))))))),27,0
(()(()()()()()(()()))(()(()()()()(((())((()()()())))((()))()(((((()))()((((())(()())()))()((()()()(()))))()())(())))))))()())(((())())()))()())((()((()((()())()()))(()())))((()()((()()))))))()()))(((((((((()()())(()))(()()((()))())()()()((())(()())()())(())(()())))))))(((()())()()()((((())))()()()((())()((((())())())(((()()()(()))()()())())()))(((((((((((())((())))))))())((()(()()((((((()((()))(())())()))())))))))(((()))()()(()))())()()(((()()((())((()))))()((())(((()))))())()()()))))()()(((())((((())())()(,-12,2
(()())))())(()))(())))()(()()((((((())()))())(()((())(())(()))(()()))()()))())()((())(((()())(()()(())())(()()(((()(((())()())()))))((())))((())()()()))()((()()))(((()((()(()((()()())()))())))()())()))()(((((()())())()())()()((((())())((((()()()(()))())))()(())))()))))((()(()()()))()))))((())())(()())))))(()(()()(()())))(()())()()(()((())())()))))()((()(()))()))(()))(((()()(((())()())))()(((((()(((((()())((((()(((((()))()(()))())))))()(())()()(((())())()))(((((())()((()()))((())())())((()(())((()(()()))(((),-2,0
()(())(((()))((()))(()(((((()()()()())))())(()))((())((((()()()))())(())))(())())((()((((()()()()))))(()())(((())()()((()())(())())))))((())((((()(()()))((()()()))()()()))((()))()(((()()(()))((())(()()()))(()))((()(()()()))()()((()))((()()()())(()))())(()()())))))()(()()()(()(()()))(()))(())(()())(())(()((())))()()()()((()(())(()((((()()()()())(()()())))()())()(())((())))()()()(()(((())))))(()()))()()(())((((()((())()())()((()())))(()))))()()()((()))(())()((()(()))(((())(()((())))())))()()(())((())())((())),8,0
()()(()(()(()())(())())())()(())())())(())()))))(())()((()))()()(((()()((()()())((((()((())))()()()((()))((()()(()()))((()))(())(((()))()))())))()))()))((()(()(((()(()(()))(()))((()())())())(()))()((())())((())((())))(()(((((())()()(()()()()))())()())(()())((()()))(())()))()))()()(()()()))(()))((()))()))))((((()(((())((((()()((()))((((()((()()())(((()))())()()))()())(()()))))())()((()))())()))((((())()(((()()))))(((()()(()))))(())(((((((())())()((()()()(((())((((()))()))())()))(())()(((()()((()()))))(()(()),-4,4
(())()(())(())(())()(())()()()()()()()()(())(()())()(())(())()()()()((())((()(())(((((()(((()))()((((()(())())))()(())))((()(()()(((((()()))(())()))()())()()))(()))()))()))(((())(()((()())))(()((()(()())(())())()()((())()))()()()(()()()()())()())()())((((((((((((((((((((((((((((((((((((((((()()()())(()())()(()))(()()()))(()(())(()()(()()()))()))))()()))()))()))()((()(()))()((()))(())()()())))(()()()())()(()(()))))())(())))((((()()(()(())((((()))((()(((()(())(((()))))(())))))))))))))))))))))))))))))))))))))),46,0
((()()((())()(()))()()(((())((((()))()((()(())((())())()))(()(((((())((())(((((((()))((()())))()))())(()))(()()()))()((()))(((())()))((()))()()))((()))()()(((())()()()))(())())())()()))())))()()()()((((())(())))())))((())()())(())()((()))()(()()(())()())(())()((()(()())(((()())())((((()(())()))(((()())())))))(((())()())())))(())()((()()((()))))((())())()()()(((()()))())()(((())()((())(()()))()(()))(((())(((((((((((((((((((((((((((((((()()())(()))(())(()))))()(()))(()())))())())((())))))))))))))))))))))))))),35,0
((())((()()()()))()()()))))(()())(((())))()))))((())))(()(()(()()(()())((()(()))())))))())))())()(()(())(())())()))()(()))((()(((((()(()))(())(())(())()(())(()()()))())(()(((())()()())())()((((())(((((()))()()()()((()(())((()(()()))))()())((((())()(()(())(()())(()())))((()())())))))(())()(()))((()()((()(((()()()())))())()()()())(((((()())()(()((()(((())()((()(())))))())((()))((()())())))())(())))(((((()()()))()))(()(()(())(((())(((()))((()((()(()()(())((()())))()))(()(()((()()((()))())())))((()))()()))(())(,-4,2
()()))(()(()()(((()(())(())(()()((()((((())((())(((()()))))()((()(((()((((()))((((())))())))()())((()(()))(()()((()()(()(()()()()(())()()))(()()()()()))())))()(())(()((()))(()(((()))))))))(()))()())())))()(((())(()))(()((())))())()())))()()))()(()))()((())(())()()())())(((()((()()(((((()))())())(((())(()))))))(()))())))((())())()()()(((())))((((()()()(()()()())))))(())(()(((())(()())())())()())(()()()))())))()()())))))()))(()((()(()))((()(()((())(())()))))((((())()()(()()(((())((()()((((())())((())())()((((,-1,2
()()()()))()())(()(((()(()))())(()(()()()()()()()))())(()())()()()()))((()())(((())))()()()(()(()()(())(()()()((()(())(())()()()))(()((()))())(((()())))(((()()((()(()))))))()))((((((((())(((()(())))((()(())()())()(()))))()()((())()(()()()(()()))))(())()())(()))))()((()())()))()((((()))(())))()))()(((((()))()(()(((()()())(()())()()))(()())()))((())))()()))(()(((()()()()(())()())(())(((()))()(((()())))))())()((((()()(()()(()))))()((((()))(((())))()(())(())(()(((()()()))))))((()()())()()()((()())(())((()(()))),-1,0
((()))()((()(()())))(())))))()(())())())))(())))))(((((())(((()))(()))))())(())()((()))())((()())(((()(()()(())((())()(())((())((()())()()))((((((()()()(())()((())())())((()(((((()))((()))())(()))()((())((()))(())))(()((((()()()(((()(()()()()((((())()()(()))())))()()(()))()))(())))(()(()()()()((())()))))())((())(((())))(())())))((()(())))((()(())()(()))))(())))(((((((())())()()((())())))(()()()(()(()())()()()(((()())(())()()))())(()(()())()(((((((())))))))))))(())((((())())))())((())(())(()(())))))((()()()(,-4,-2
(())))())(((()()))((())()(()()()()(((((())))))((((()()((()))())())()((())(())()(((()(()()(()())((())()()()())(()())()))(((((()()(())((()))((()())(())(())(()())())((()()())(())))(()()))()((((())()()()()(((()))()()(()))))(())))()))((()((((())))))))(())))(()(((())()))(())())))))(()))))()))())))())))((())(())())))((()((((()((()()(())()(())))(()()))(((((()))()(()()))))((()(())()(())(((()()(()()())))((()))))(())))()(())))(()))(())))))(((())(((())(((())())))(((((()((((()(((()))())(((((())))()())((((())())()((((()(,-2,2
(()(()(((()(()((()()()())(()))()))))(())()()(()))((()())(())()()((((()))()))())(()()))(((()((()()()((((()())((()))((()((()(()(((())()(())())())()()(()(()())(()))((()(()))()()))()())))(()((())((())()(())(((((()())))((())()(()))()()())))()))(((()(())(()(((((((((((((((()()()()()()()()))()()))()))())(((())((()())()(()(())))())(())))()))(()))))()))()()()(((())((()(())()(()(((((())())())(()())()()))())((()(()))()))())(()(((()())))(((()((())))))(())())(((())()())()))))()()))(())())()()(((()(()(())))))()()))))))))),29,0
((()(())))()(()(())(()((())((((()((((((()()())()(((())(((()()((())(()((()()((((())))()(()(()()))())()))()()()))))(())(()())(((((())))((())(((((((((((((((((((((((((((((((()()()()()()()()()()())))((()()())(()(())(())()(())()()))())((()((()))()((()())(()()())(()()()())(()()())(()))())))()))())()()(()(()())(()())(((((((()())()())(())))((((()()()()()()())()())()))))(())))(()))))))()(((((()())())))()()(()()(()())((()()(((()()))())))))()()()()()(((((())))())))())))))((()()))())()()))())())))))))))))))))))))))))))),50,0
(()((()(())))((((()(()()(((()))()((()))))(()()((((()())()))((()(())()())())))((())))((()((()())))()())((()())))()(()()((()()(()()))(())))((())(((()))())(()((()((()(((()))(((()))())(())))((()(())(())()))))()(())(((())((()()((())))(()())(())()))()()(())())))())))((((((((()((()())()()(())())()()())))()())())()()))())()(()))()())(()()(())())(()(()((())))(())(((()())((()()())((()(((())(()((()()))(()(())()))())()())()(()()))))(())))()(()))))()()((((((((())(()()))())())()(())())(())(())()(((()))((())))))))(((())((,-14,0
((()((()())))()()())(())()(()(((()(((())(()()())))))())())((()())()())()()(()()(()))()()(()(()(()())))(())()()()(())()()()((((((()()))((())()(())))((()(())()(())(((((((((((((((((((((((((((()()())(()))()()())))()(((()((())))))())(((()()(()))((())(()(())))))((((()()))())()((()())))())(())())()((((()(())((()())(())(((())(())()()(()()())(())(()()))(())()(()(()))(())()((())(())))(()())()))(()((((())(()())())()((()()))))))))(()())(()(((((()))))()(())(((())((((()())(()())())())()))))))))))((()))))))))))))))))))))),33,0
()()(())(((((())))()(()))()())(()(()()())((()())))(())(((())))(((()(((()((())(()((())()))()())()))))))()()((())(()))()(((()(()))((()))))((((((()()(((((((((((((((((((((((()()()())(()())()(())))((())(()))()))(()(())))())()()(()()))()()))(()))()))))(()()()()()()(()((())))))))())))())))))()((())())())(())(()())))(((())(()((()()(((((()(()()))()()())()))))()(()())()))))()(())(((()((())(()(()))())()((((())((((()((()(((())()(()))))))((((()()((()))((()((())())()())()())()())()()((())(())))))))((((())())))())())))))),30,0
(())(()()()())((()()(()()()(()())(()())(()(())())(()(())())((())()(())())()(()))(((())))))(())()((((((()()())()(())(((())(())()())((())))))((())(()(()()(())()((())(((((())((()()(()(())))(())()(((()()()(()()()))))(())((((()())(((()())((()))()()(((())))()))()((())())())()(()()(((((()))((()()(()()(((()()())(()(((((())(()(())))))))(()))()())((((((((((((((((()()()()()()()()()()()())()()()()())((())(()())))))((())()(())))())))(()())(())()((())(()((()(()()))()())())(((()((((()())))))))))))))))))))))))))))))))))))),38,0
(())(()()(())(()))()))((()((())))))(()((())((((()(())(()))))))()(()()(((()))))(((((((()()(()())()))(()(()(()(()())()()()())()())(((((((())())(((()()()()(())(()(((((()()()))((())(()(()())))(((()(()(()(())))(()))(()(()(())()(()())())()(()())(((()))()())))(()))()))))(((()))(()()(())(()((())))()((((())(())))))()(((()(()(()))))))()))((()))()())(((()(()))(())(((()()()(((()))))(())((()))))()(((())(()()()))()))())()()(()))()))(())())))())(())(()()()())))))()()))))()(()((()())(((()(((((((()(()))))()()))))))()())((((,-3,0
()))(()))()((()()))())((())())))()))))())))((((((()()())())(((((()()))()))()((()((()))()()()())()()(()(()()(()())))()((()())))(())))(()())))))(((()))((()))(()))()(())(())()(())(())())))(()((()()((((()(()())))(()((())()(())())((()))))()((()))))((())()(((())((()()()())()(()())(()(())))))()))()(()(()))))()()())((())()))(((()(()))()()))(()(((())))()()()))())(((()()))))())((())((((()(((()(((()())(((()()(()(())))()(()(()())))))()))(((()))()((())()))))()(((()()((()(()(())((())(()(((((()((())((())()()((((()))()((((,-1,2
()((()()()))((()((())))))))))()))(()(()(()())())()))))(((((()())()()()((((())))(()())((((())((()(((()()()))(()(())()()(((()()(((())(())(())(()((()(())()(()))()(())))(())((()()()))(()))(((()(((()(())((())))()(()()(())(((())()))(()())))))())((()()(()()()((()(((()((()()))(()())))))())())(())())())(())(()))())()()())())(((()((((())))()(())(()(()((()))(()(((()()())(((()())()()()()())(()((()()))((())((()))()))))()(())()(((()))))())))()))())()()()))()(())()())))()()())(())))((()()(())(()))(()(())(()()(()))))()()((,-5,-2
((()(((())((()((()))())()(()(())())(()))(())))((()))()(()(((()(((()((()))()))()((()()()))(((())(()(()))((()()))))))())))((((()))())((()))))())()(())()()(())()(()()((()(()()()(((((((((((((((((((((()()()))(())()(())())(((())()(()())))(()((()))((()()))()((())())()))(()()))()()(())(())))())))(())))))((()))()())((()()()((())))()))()(()(((((((((((())()))()))))())))(()))((()(())((())))))(((())(()))(())))()())()(())()()()())))))))(())(()(()))()(()((())()())(()()))((()((((()()))()))()))(((())()()((())(()()))((())))),26,0
(()(())))(())(((()()(()()(()((()()((()()()(()))((((((()))(()()(()(()()))())(())(()()()))(())((()()))))((()))()(((()((()())(()()()()()()())))))())()(()()(((((((((()))())()())())()))(()())(((()(())()))())()))((())))))())(()(())()())()(()())(()))())()((()))))(((())()))((((()()))(())))((())((()))(()(((())()())))(()))(()(())()))())))()()()((()))()(()(()())))(((((()))()(()()(()))()((())()(()()((())((()))((())())(((((())((())(((()))(()())))(((((((())()(())))(()()(()()))((())())())))))()(((()))()())))())))((())((((,-3,4
(()())))))))(()())(()))(()(())((((())(((((((((()))((()()(()()())(())))()(())))()))()))())))()))((()())(((()))())(()(()()())((((())(((()))(((()()())))()((((((()((()()))())()))((()(()())))()((()()))())(()))(((((()))()))())(()(()(())((((((()))(())))())())(()))()))()((((((()))))))))(())(()((())))())(((((()((()(()))))(()(())(()())()))((((()())()))())(()(((((((())))))(())()(()()())()(((()))()(((()()()())()())()))(()()())()()))()()()))))()(()))((()()(((())()())(((())(())()()()()(())))(())())((()()()(())())))))()((,-2,-4
(())(())(()())(()())(())(()())(()())()(())()(()())()(()()())(())(())()()(()())(())()()(()())()(())(()())()()(()()())(())()()(()()()()())()(())()(()()()())()(())(()()()()())()()()(()())(())(()()())(()())()(())()(())()()(())()(()())()(())(())(())(()()()())()(())()()(()()())()()()(()())(())(()())()(())()()(()())(()()()())()(()()())(()())(()())(())()(())(()())()()()()()(()()())(())()()()(()())(())()(()()()()()()())(())(()()())()(())(()())(()()())()()()(())()(()()()())(()()()()())()(())(())()()(())()(()())(()()),2,0
(((()()))()))))())))()())(()(())))((()((((()((()(((((()))()(()())(()))((((((()()(()))())(((((()(()()()))())()))())))()((()(()())(()())()()())((()))()(((()))))()()((()(()())()((()(()))))((((((()))()(((())(())()((((())((()))))((())())))((())))))))))))))())((()((()))(())))())()((()()((((()((()(())()()))(()()())(((())))(())()))))(()))()()))))()()(((((()((()(()()())(())()))(())())()())))((()()())(()(()))))(()((()()())(()))()))()()()()))()()((((((()(()))(((()))(((()(((()))))())(()(()())))))()()(()()))((()()))(((),-4,-4
(())))))())((())(((((((())))))(()()))()()()()((()())()(()(((()(()(((())))(())))((((())((()))))))()()))))))((()()))(((()(()(()))())))())((()))()(((()()(()))()((((((()())))(()((())((())(((()((()))(())()(()((()(())()(()(())))()(()()))))())))))(()))())((()))(()(()()()((()())(()(()))(()((((()(()(())))())))())())(()(())(())(((())((((()))((((()(()))))))))(()())()()())(((())())(())(())))((()())()(()((()))()()()())())))()((()()))()())()(((((()())())(()((((()))()))((((()())))())()(((()())())))())(()(()()((()()(()())),-2,0
(((((())((()((())(()()))()(()(()))(()()()))())(((((()()())())()))()()()()(()))))()))((()))(((()()()()((((())))))()))(()((()()()))(()((((()())(((()(())())))((()))))))()())()(())(())()((()(((()(())))(())(()))())()()())((((()))(()()))())()()((())()()()(()()())(((()()))()((()())((())(())()((())(()))))()))(((((((())())()()))((())(())(()()))(()()(()))())))((()))()()(((()))()(())(())((()()(()()(())((()))(()()(((((((((((((((((((((((((((()()()()()()()()())(())()))((())(())()))(())))))((()())))))))))))))))))))))))))),33,0
((()))()(()())()(()()((((((())(((()())()((()()))))(())(())))(()(())())(()()())())())(()((((((((((((((((()()()()())()(()()())))((()(()))))))(()(()(()))))((()()(((()())(())(()))()())(()(()(())()))(((((()))(()))(((()()))((()))())))(()))()())(())()(((((()))(())(()((()()()()()(()())()))()))((()(()((()()()()()()())(())()(())()))))())(((((())((())(())()()))((())((()))(()))()((()))(())()())((((()()()())()(())))()(()((())(()())))()()))(((()()))(()))(())(()()())())))))))))())))))()((()())()(()((())))(((((((())))))))),20,0
((())))))())()((())))(())(((())))(()))(()()()((())))()))((((()()())(()))()))))))(((()()))))))()())())()(((()))())(((()())(())()(()((()))((((()()))(((())(((()(((())())((()()(()()())(((()(())()(()()((((()()(((((())))()()())(())(()((())))()))))(()())(()(()()()())())()(()()()())))))((()(())()(()))((()))())()(())))()((())())())(()()())(()(()()((((())(())()((()))()()())(()())(())(()()(((((()))(())(())())))(())))(((()())()))))))(((((()))(((())(()))(()))()))(()()((((()()())())())))((()())(()(()()())()()())((()(()((,-3,0
()()(()()())()(()()())(()())(()()()()()())()()()()(()()()()()()()())(())(()())(())()(())(())()()()()()(()())()()(())()(())(())(())(())(())()()()(()())(())()(())(())()(()())()(()())()(())()()()()()()()(()()()()())(()()())()(())(()())()()()(()())()(()())()(()()()())(()()())(())(())()(())(()())()(()()())(())(())()()(())(()()())()()()(()()()()())(()()())()()(())()(()()()()())(())()(())()()()(())(()())()(()())(())()()()(()())()()(())(()()()())(())(())()()()(()()()()()())()(())()()()(()())(()())(()()())()(()())(),2,0
()()((())(()))()()(())()(((()((())((())))))((()(()(()(()))((())()(()())))())()((((()))()()))()()()))()()()((())(()())()(())())(()(((()()()(((((()()(())((((())))(()()(()))))))(()(()())()()())())())))()(()()()()))()()()()()(())(()(((((()()))))(((()())()))())()))(((()(((())))(()(())())(()(()))())()(((()())(())))()((()(()(())((()(()((()())()()()()((()((())()(())())))(((())))(()(()((()(((((()())(())())()()))))))(())(()()()()))))())(()()((((((((((((()()()()())(())()(()()())(())()(()())()(()())())))))))))))))))))),20,0
()((()())(()()()(()(()())))())()()()()()(())((())()()(((()())(()())))()(())())()(((())(()(()))((()))(()(())(())())((())(())()(()()()))()))()()()()((()())(()))()(()())(()(())(()((()())(()()()())())())(()(()(()()))(()()(()))())()())()(())((())(())())()(((()())))(())()()((()())())()()()()(()(()()(()(()))))()(()())()((()()()()))()(()())((((()()()())))(()))(()(())())()()(((()())))()()(()()())(()(()))()()()()()((()((())(()())(())()()))())((()))()()((((()())(()()()))()((()()())()()()(())()()()))(((()()()())))())(),5,0
(((())(()((())))))(()(()(())(((()()())(()()())(()()()()()())()(()()())(()()())(()()))())(()()))(((()))))((()))(()(()())((())))()()()((((())((()))))(()()()(())(())(()()(()(()()()()()()()())(())(())(())())(()(())(()()()())(()()())))))((((()(()())(())(())))))()()()()(((()))((()((()()())(()()()())()())(()))))(())()((()()))((()))()()()()(()((())()))((()(((())))))(()((())()(((()())(()()())())(()(()())))))()(())()()()(()()((())()((())()(()))))()(()(())((()()))()(())((()())()((()()(()()())(())))))(()(()(((())())))),6,0
(()((())(())))((()))((()))()())))))(()((())))((()(()((()())()((()))()())(())())(())(()((()))()()))((())((())())((()()))()())((())((()((()(()())()(()((())((()((((()))(()(()())()()(()))())())((()(()(((((())(()()(()(()))(())(())))()())((((()()())))()))))))())((()(()))((()))()()()((((()(())))((()))())))))())())(((((())(()))(()()((())(()((())((()())())())()())()))())(()()()(()(()(())()((()()(()))))())))))()())())()()((()(((()))(()())(()(())(()(())(())(((()()()()((())(()()((((((()))()))))()))((())()))())))()))()),-4,-2
()((())()()((()))((()))(()))((()()((())())()()(())(()))()()(((()()))))((()))))))((()))))(((((())())(()()(((()())())(()((()()())())((())((())()))(((())))((())()))())(((()((()(((()()())))()(())))())))))(()))))()(())(()))())()()()(()))(()))))))())(())())())())(()())(()(((()())())()(()(())(()((()((())(())()(((((()())()())()(()((())))())(()())(()((((()()()))())))(((()(()()())))))()()(()))())(()(((())((())((()())()()()()()((()()(((()()(()))(()))(()(()(((()((())))((())((()())))())())(()(()(())()()()(((())(())))))),-5,-4
()()))()))((())((()))))(()(())))))(((((())((((()))))((()(()(()))()))))(()(()))))(((()())()))((()()))(((())(()))()())())))(()))())())()))((((((()(())())(((((())((()()((()((())()))(())())(())(()()))((((())()())(((())(()()())()))))(((((()))(())())((()(()())()())((()()()())()()))())))()()((())()((((()(()())())((()(())(((((()))(()()())((()())())()(()((()))()(()))(()(()(()())))(()())))((()))))((()((()())((((())))(()()())()()))(())())))()()(()(())())(())(()(((((()(())(()()(()))(())))()((()(()()())((())))()))))()((,-1,0
())(())()((((()(()()))(()(((()((()(()))())(()((((((()(()))(()()))))()()())(())((()))()))()(()(((()))())()(())())(())()(((((()))))))()()(((())()))))((()((()(((())((()))(((()(()())))))(()()(())(()(((((()()))))()(((()))(((()(((())))())(()((())))((()((()(())()))(())))()(((()))()((()(()()((()()))))())))(()()()())()()())((()())))(())(()())()((()))(())())(()))))())(()((()))))(())()))((((()))(((()(()(()()((()(()()()())))(()))())))))))())))(()))))())()(((())((()())()(()()(()()((((()(()))()())(()())))((())))()()()()),-1,-2
(())(()())()(())(((((((()(())())(()(()())())((()()(((()(((())(((()(()()((()()()((()())(())(((()))((()(((()(((()))))()()(()))(())))(()))()((())()()()()((()()(())((((((((((((((()()()()()()()()()()()()))))(()(((()))()(())((()()()()))))(()))())(()(()))((()()))())()()()))())))()))())((((())(()(((()()))(())(())))())))())))(()(())(()))))))))()(()()()(()((())())()))()((((()()(((((((((()()))()))(((()(())(()))(()(())())()))())()((()()()()(())()))()())()())()((())()())(())(((()())()(()))()))()()(())))))))))))))))))))),39,0
(())()()(()()()())()()(()((())((()))())((()))())(())()(()()()())()()()()()(()(()))()((())()(()))((()((()(((((((()())()))()(((()()))()((())))())))))()))((())(((((((())))((()((()))))(((((()()())()(()()))()))()(()))(())()()(())(()(()())))(()))((((()()()(()()()())())()())())))(()(()((()((((()())()())()((()()()()()))()()()))()()()()))()()))(((()))()())(())))()())()((())(())())(())((()()))()(())()()(((())))()()(((())))((()()))()(())()()()()(()()()(()((())(()())()(()))()()())())((())())((()))(()(())()()())(())(()),12,0
((()))()()()()(((()(()(())(())()(())()(((()))())((()())))(((((((((())))))()))(((())())())())())()(()))(()))((()())))()()(((())))(((())()))()(()())()()(())((()())(()))()()((()())(()()(()(()()()))((((()(((()()))())())()((()((())(())(())()))(()()(()(()))))()))(((()(()((()(((((((())))(((()()))((()(()(()()(())))))()()()()))())()((())(())()))())()))((((((((((((((((((((((((((((((((((((((((((()()()()()()))()((()))))()())))))(((())(((()()((()))(()(()((()))((()()()))(())))))))))))))))))))))))))))))))))))))))))))))))),50,0
(())()(((()(()()(()))()()((()((()))))((())((())))((())(()(()((()))))(())((()))))()))()()(())()((()((()())()(()((((()))))(()))()))(())())()()((()()()))()()()()()(())()()(())()()((()(()(()))))(((()(()()())()())))()()(())(((((())(()))))((()))(((()))(()))()(()())())()(())(((()()()()))(())(())((())))()((()))()()((((())(()((()(())))((()(())((())())(()()))))()()()(()()()((((()(((()()))((()))()()(((())()()(()(()))()()))()(()())(((((()()()()())))(((())()())()()(()(()()))()))))(()((((()(()()))()())))((()()))))))))))),15,0
()(())(((((((()()()()()()()((()((()())()((((((())()())((()))()(()(((())()()(((())()(())())))()()((()()))(())))()()))))()((()))()((((((()()((((()((()())(()()()())(()))()))))))))))()())))((()(()())(()(())((((())))())))())()))(())))()(()())())((((((((()))))))()()))))()()()()(())(()((()()()((())))(()(((()))((((()))(())(())))()))))()((()))()()()((()))()(())(()(()())()())()()()(((((()(((((((((((((((((()()())))()())(())()(((())(())((()())))((()()()()()()))()))())((()((()()()))()())(()((()((())))))))))))))))))))))),23,0
()()(()(()(())((())))(((())()())()))(((())(())))(()()(((()()))()))((((()((()()()))))((()(()((()(())()()())(()()))(())(()())()))(())))()()())()(()())()(())()((((()(())))())()()((())((())))(((((((((()(()(()())()((((()()((()(()))(()))()(()((()())()(()())))(()))()())((()(())())()())(()(())((()()))))))))()(()())))()))()())((()))))()(()()))((())()()(()()))()(()(()()())())()(()())()(((((((((((((((((((((((((())())()()((())()()(()()())()(()()()()()()))(()(())(()()))()(())))())))(())))()(()()()()()))))))))()))))))))),26,0
((()))))())()())()((()((())(())((())))()(()))(((())(((()))()(()())(())()))()(())()))(()(()()))))())))()()())())()))()(()))()))())))((()())(())))((()))(()()()(()(()(((()))()())))))))(()))((()(()(((((()))))()((((())((((()((())))((())((((((((())()()(())()(()))((()((()))()(())((((()((((()()()(()()))(()()(()()(()))))((())()))()(()()((((())()))()()()())))())))(()))))()())(((())()(())()())()()(()))))()(())()()(((((()())()(())())((()()(()()()(()()())()()()()))))))((()())))(()))((((()(())(()))()((()())()))(())((((((,-3,-4
()(()(()()()())))((()))(()))))()))((()))))(())((()()()))))))((()(()))((()()))())()(()(((((((((()))(())))()))((()))(()(()))))())(()(()))()()(()()))(()()(()()()))()(()())())))))(()()))(())((()))()())()()())((()()()))((())(()(((())))(()))((()((())((()()())(((())(())((()(()())()(()())()))(()(())((()(()())())))()(()(((()(()((()()()))((()((((()((())()))())()((())(((()()))((((()())()))(((()(()((())())))(())()(())((())(())))((()()()))))))()(()(())()(()))())())(((()))())())(()(()()))())((())()()(())()((()(())()((((),-3,-2
