sequence,stack_depth,count
())(()))(())))))()(())()(((())()))()((()))(())))))(())())))())((,-1,-12
((()(()))))(())()(())(((()(())))((()()))(()()))(((()()))()))(()),-4,-2
()()()()()()()()(((())))()()(()(()((((((()))()))))())()(((())))),9,0
()))))(()()())()(()(()()))(()(((()))))))(((()()(((((()))))))(()(,-1,-2
(()(()()()(())()()))(()(()()(()()(())()()(((((())(((())))))))))),11,0
(((())()(())()((()(())()(((((())(()()((()(())()(((()))((((()(((),-19,18
((())()()()))((()((())((())()(((())())))(()())(((())()()))(()((),-3,4
((()))()((()((((())))((((((()()(())(()((()()()(()()))))))))))))),14,0
()((()(()()())()))))(()))))()(()()(()())(()))(()(())())())((((((,-4,0
(()(()))()(((()((((()((()((()))(()))())()()(()))((()(()))))))))),12,0
()((()()))()()()()((())()())()()((()()())())((()()()((()))(()))),5,0
()()()(((()()()))()()()((())()))((()((()()))))()()()(()()())()(),5,0
())))())()()((())())(()))()())))((()())())())(()))())))))))(()((,-1,-14
((()())()())()(()))))((((())))))(()())))()))(((((()))((((()))(((,-3,0
()(((()((())()(()(()))))())())(((((())((()(())())))()))(())(())),8,0
(((())))())()()))(((()()))()(((()((((((((((())())))()((())))())(,-4,6
()(((((((()()()(()(())((()()(()))())))(()()(((())()())())))))))),12,0
()))))(()()())()(((())()))((())()(((()))()((()(())()))()(((()))(,-1,0
()()(((()(()()(())()()((())()()()())(()(()))()()))()))(()()())(),7,0
(())(()())(()()(((()()(()()(()))()((()()())))))())()(())()(()()),7,0
((()())())(()))(()))())(()())))((((())))))()(()))())))))(((())(),-3,-10
(())(()(((())(()()()()()((()()(()))))(((((((((()())()))))))))))),13,0
())(())((()(())())(())))())))((())()))((())))))()()(()))))()((((,-1,-8
()))(()()()))))))()()()))))))()())))()())()())))))(()())((((())(,-1,-18
(())(((())))((((())())))(()(()))()()()(())((()(()(((())(())))))),7,0
(()()))(()(()()())(()())()()()(())))))()()))))())(()(()((()))((),-2,-6
()()()(()(()()()((((()()()(((())(()(()))))())))()())(()))(()())),11,0
(())(()()(((()())()))())()))())())(((((()())(()))()(()())(())((),-5,0
()(()())()()((()(()(())))())()()()()()(()())()()(())()()(()(())),5,0
())(()())())))()(()()(()()()((()(()((((()()))(((()((()))()())()),-1,4
((((()))()()(()(()(()))(()())()((((()(()())())()()()))(()((()(((,-10,10
(())))(()(()((()))()(())(()()())))((())(()))((()())()()(()))()((,-2,0
()(())()()(()((())))()((((((()(((())()()()())())()(()())())))))),10,0
(((()))(((())())()))()()(((()()()(()(()()()(())))))(((()(()))))),7,0
(()()()()())(()())))((((()((()(())())())()))))(())()))())()())((,-2,-4
()()(()())((((((()(()())())))))())((((())()))()()())()(())()()(),8,0
(((())))(()()))((((((()()(())))(((((((())))()((((())())())()(((),-4,10
()((())())(()())()()()(((((((()))((())()(((()))((()(())))))))))),11,0
()()(((()(())((()((())(()())((()())))())()(()))))(()()()))((())),9,0
()(())()(()((()(()(((()()()))(())()())((((()((())())()())))))))),11,0
((())((((())))()())(()))(((((()))))())()(())()(()((())())())()(),6,0
()()()(())()((((())())()()(((())()()())(((()(((((())())))))))))),12,0
(((()))()(()(((())()(()((())((())((()(())()))()(())(()())))))))),11,0
((()(()))()()()(()()()))(())(()(((()))()))(((()))((())))(())()(),5,0
()(())(()()(())(((()))))(((()()())(())))((())()((()(((()())))))),7,0
()()(())()(()()()()((())()()(()(((())(()))))))()()(()(((())()))),7,0
(()(())(()(()))((((()((())())(((()((()((((()()())()))))))))))))),15,0
(((()((())))))))()()()()((()()((())))())(()())(()))()))))((()()(,-6,-4
(())(()())))()()())))())(()()))))))(((())())())(())((((()())(()),-2,-8
(((((()())(())(()(((()))()))((()())(((())()(())))()))))((()())(),-9,2
())(())(()(()(((()()()())()()(())()())()()))())(()(((()())()())),-1,0
()()())))))())))()())()))))(()(()))(())((()(())()))(()((()(()))),-1,-12
()(())((())())(()((()((((((())))(((((())(((((())))())))))))))))),16,0
(()))))(()()(())(()()(()())()))()())))))(())())(()()((((())((()(,-2,-2
()())()(()()()()(((()))))(()()(()((((()())(()()))()(((()))())()(,-1,4
((())()(()()()(((()(((((())))((())(()(()(()))()))()))))(((())()),-12,4
(()))()))(((((()))(((()(((((()))()))()())))))()()((())())(((()((,-2,4
())())(((()))()()))()()(((((()))())))())()))()())())(((()((((()(,-1,0
(()(((())(()))))())()(()))()()))()()())((((((()(((()()((()))())),-5,2
()())))(((()))))))()()(((()))()))((()(()()(())()))(()(((()))()((,-1,-2
()()(()(()(()()(()))((())())))(()())()()()()()()(((()()())()())),5,0
(()(()()()()))()()(((()()))((())))()((()))(()())(((())()())(())),4,0
((())))))(()(((()((())(()()((()()()(()())((()((()()())))))(()))),-3,2
()(())(())()()((()((()((()((()()((())(()(())()()(()()))))))))))),12,0
(()(((((()()(())(()()))())(()(((())()(())())))())(()))))())()(((,-9,2
(()((((()))())))((((((())(()(()(())))(()()(((((((())(()))((((((),-17,16
()(())((((((()))(())(()(((((())((()((()())())())())()))()))))))),14,0
())(()((()()()))))())())()())()))(((()(())(((((()(()())(((()(()),-1,4
()()()())((((())(((()())())))(()))(()()))()()))(())()()))()))))),-1,-10
(())()()(()(()))((()))()(()())(()()((())())((()((()))()))())(()),6,0
(())))))(((()()())((()()(()()()()()(()(())(()())(())()()(((()()(,-2,6
()((())))))(()(((()))(((((()()))())))())())()((())(())((((((()((,-3,6
()((()(()((((()()())())))()()(()()()())()(((())())(()())()())))),8,0
(())(())()(())()()(()((()))(()))()((()))()()(())(((((((()))))))),8,0
()((()))()()()()((()()((())()(((((())()(((())(((()())))))))))))),13,0
()((()))()()()()()()((()))()((()((((()((((()()((())))))()))))))),13,0
(((())(()))())))()((()(()(()(()(()))()(()(())()()())))((()(((()),-4,4
()((((())(((()(()()))()())()))()()))()(()()()((((()))(((())))))),8,0
((())())()()()((()((((()(()))())))))(()())((())(()(()()())))()(),8,0
()()()()((()))(((()()((((())()()())))()())(()()((((()()()))))))),8,0
()()(((((((((())((()))(((()()()()(((())))()((((()))))))))))))))),16,0
()(()((()(()(())())()(())()((((())()()(((())((()))(()()))))))))),11,0
(())))))(((()(()((()))))((()(()()(()((()(()(((()())()()()())(()),-2,6
((()(())))))((()((()))()(()()(())((()(())))(()))()))))(()(()(()),-4,-2
()((((((()()()((((())()()()(()()))))))(((((((((()()))))))))))))),14,0
()()(()(())(()(()(())))()()()((())))()()(())()()()()(()())()(()),5,0
()(())()(()(()()(())(()()((((()(())())()((((()))(())())()))))))),11,0
()())((((()(((()(())))))()))(())(()((())))()))(()))(()()(()()))),-1,-4
((((()(((((()(((()(())(()()((())()))))()(()()(((()()((()()(()()(,-18,18
(()(())(()())(()))(()())()()(())()()((()())(()))()(()((()(())))),5,0
()()((((()())))(()(()()()()()()(()))(()))(()))(())()()(((())())),5,0
(()()(()))())((()))))(((()((())())(())(((())()())()())))())(()(),-3,-2
(()))(((((((())())))((((())))((()()(()((())(())()(()(()((()()))(,-2,10
(()(())(()(()())))))())))))()()((())((()((()))())))()()(())())((,-4,-6
(()))(()()()((()))())(((((()))(()))(())))((())()()(()((()()))()),-2,0
(((((()())())()))())((())))((()))()()((())()))(()(()(()((((((()(,-6,8
()((((()(()()(()(()))((()((((((())())))())))()))()((()(()()()()),-14,6
(()(())())))()))(()(())()((()()()))))()()()(((()))))((((())())((,-3,-2
()()))()(())))(()))((()())(()(())))((()(()))())()())((()))))()(),-1,-8
(((((()))())())())((()((()()()())))(()()()((()((((()(()))))))))),10,0
(()())(())()((((())()()()(((()(()((())(()()))))))(((((())))))))),10,0
()(((())(()(((())((()()()))(((((())()))(((()(())))(())())))))))),12,0
(()(()))(((()())))()()((()()(()))(()(()()(())(()))))(((((()))))),6,0
(()((((((()))(((()))()(())()()()())(((())()(()())(())())(()()()(,-9,8
(()()()(())()())))((())(((((((())()))(((())(()(())((((())()()))(,-3,8
()(()()()())(())()()()((((())(((((()(()(((())((()()))))))))))))),14,0
()()()(()(())()())()()((())(((()()(()((()()())()((()))))(()))))),9,0
(()(()))()()(()())(()()())()(((())(())()()))(()((()((((()))))))),8,0
((((((()()))()(((((()))((()((())()()))()())()()))(()))))()))((((,-12,4
()(())((())(((()))()())(()))(())(()(((()))))()()(())((()))()()(),5,0
()()(((())())(()())()((()()()()(())(()))))(()(())())()((((())))),5,0
()((()))()(())()(()()()())(())(((((())))())()())()()(()())()()(),6,0
()(()())()))(()()))())((()((((()(()((()(()()())))()))(())))))((),-2,-2
()(())((((()())((()))(()))()))))()((())))(()))))()(((()()))(()(),-6,-4
(((()()())())()(()(((())((()))())()()(()))))()((())()(((()))))(),7,0
()(((()()()()()(()()((())()(()()())())((())((()()()()(())))()))(,-9,4
(()())()()(())()((((()))))(()())()(())(()((((())(((((()))))))))),10,0
(())()(()())((())()()()((()())((())())(()))()()())()()()((())()),5,0
((()))(((()()((()()(())()()(((()))(()()(()))())()()()()(())))))),9,0
()()()(()()())(((((((()((()(((((((((())()))))((()))))))))))))))),19,0
()()((()))(()(()(()((())())())((()())(()()()()))(()(((()())))))),7,0
(()(())))((()((()((()())())))(()))(()(()((()))())()))(((()(())((,-3,4
((()))((()))()()((()()(()))()(())()((()))())(())(()((((()))()))),6,0
(((()))()()(())(())))))))()())(())(()))((((()(())))())))()((())),-4,-8
()()())()()((())))))()())(())())))))()())())(())((())(()()()())(,-1,-10
()(())(()())(((()(()()()()()()()((()))(())(()(()(())()()())))))),8,0
()()()((((((()()())()(((((()))(((()())())()((()((()))))))))))))),14,0
(())(()((())))(()()((((()(()(()()(())())())(((()(((()))))))))))),12,0
()((()))(())(((((()())))(())))(())((()(()))())()()(())()((()())),6,0
()()((((()((())(((()()())(()()))((()()()))))())()((()(()())))))),9,0
()()()()(())()()(())((()))()()()()()()((()(((())))()))(()((()))),6,0
()())))))(()(()))))(((())((())()))()))))))((((())())))))()(((()(,-1,-10
()()()(())()()()(()()((())()))(((((()))()((((()()()))(()())))))),8,0
((())())()()()(()()())(()())()(()())()(())((((((()()()(()))))))),8,0
(()()))(())))(()()())())(((((())))(())())))())())))()))((())()((,-2,-8
(()())))(())())(((()))(()()))()((()())(((()(((()()()((((()((())),-2,8
()(())(((()((((()()(()))())(()())()((((((((()())())()))))))))))),14,0
()((()))(()(()((((()(()(()())(()))()()((()()())(())()(())))))))),9,0
()))()))))))(()((()()))()()))(())())))())()((()((()()(())())((((,-1,-6
((((()(()))((()))(())())()))((()(())))()()((()(((()(())(())))))),7,0
(()()())()()()(((())()()((()()()((())(())()))((()()((()()))))))),8,0
(()()(()))(())(((((()()(()()()())))((((()()))((((())((()))())(((,-11,10
()((()()))()()(((()()()())))()((())())(()((())((()()))()))()()(),5,0
())))(()())()())()((((()((()((())(()()())())((()()((()()()))()((,-1,6
())())(()))()))(((((((()(()()())(((((())(((()(()(()((()))(())))),-1,8
((()((()))))()(((()())))((())())()(())()((()(()(()()()(()()))))),6,0
())((())))())))))(((((()))(((())())))))(()))()(((()(())))())())(,-1,-8
((())()()))))()())(()()()()()()))))(())()()))))(()(()(()((())))(,-3,-8
()(())()(())(())(())(((()))((((((())(())))(()))())()())())((())),8,0
((((()))))()(())(()(((((()(())))(())()((()()()((())))()(())))))),9,0
())((((())())()()()))(()())()((((()())))(()()()(()())(())))())((,-1,0
(((())())(()((()(((((()))))((())()()))))()(((()))))()(((()))((((,-10,6
()()()(((((()())(()()()(()((()))()()((()))()(()))))((())))(()))),9,0
(())()(()())()()()(())(()()(()((()()(((()()()(((()))(()))))))))),11,0
()()()()()()()()(((()()(()()))(((((()((())(()()))(((())))))))))),11,0
())())()()()((((()))))()(())((())))())()(()()(()()(()))((())(()),-1,-2
(())(()()()))())))))(())((())((()((()()(())))(())(()(((())()())),-2,-2
()())()()))(((()()()()()))))()())(())(()))()))))())()()(())((()(,-1,-8
()()((()())()())()()()()()((()()()()))((()))()()((()()()(())())),4,0
()(()((((()))))(()())(()))()()(())()()(()())()(()())((()))((())),6,0
())((((()(()())(((((())()())))))(())))))())()(())()((()(()))(((),-1,0
(()()())()(()))()()(((()((()())((()))((()))())))))(((()()((()()),-2,2
(())((((()(())()(())()(())()(((()(()))))())())()(((()())))())()),9,0
(()(()))((()))(())((()(((((()(((())(((()((()))))))((())))))))))),15,0
()()()((()(((((((((()(())()())(())(()(((())))()())(()(()()))(()),-15,10
((()(()()())((()()(()()()(()(()))()((())(((()))))))()()(()))())(,-10,2
()((((((()))(()(((()((()))))())())))(((())(((()((())()((()(())((,-12,12
()))()))()))))()))))())()(())())))()))()))(()()()()()(()())())(),-1,-20
(()))))))))))))))(()))(()()(()()())())(()))(()(())((((()())))))),-2,-16
(()()(())()())))))()(()(((())((()()()))()((((())))()(()())(((()),-3,2
(())()(((())(())))()()()()()(())((()(()))((())()(()((((()))))))),8,0
(()(())())()()()()((())()((()()())()()())((()))())()()()(())(()),4,0
()()()(()())((())()(()(())())())(())((()(((())()()())())(()()))),6,0
()))()(((((()))(()))((()))())(()()))())()(((()))()))((())())((((,-1,0
(())(((()())((((())))(())()())(()(()(())))()((()()((())(()())))(,-7,4
(()))(())((()()((()((()((())()()()(()()))))((())())(((((()((())),-2,8
()((((((())(()))()(((()())(()))()(()))(()((()))(())())(())())))),8,0
(()(()())(()()()))(()()(()()()((()())())(())((((())(((()))((())),-9,6
((()(((((()(()((((())(())())()()))(()((())()))())(()))((())))()),-13,4
()))()(()))())()()()()()))())((()())()))))))(((()())))()((()(()(,-1,-8
()(((())))(((()(((((()))))(())(()))()())())(()()))()(()((()()))),9,0
())())()))((()))))()))()))()))(())()(())(()))()())))((((((())))(,-1,-12
()))()()(()())))()())()()()()()(()()((()))))()))))(()()))))(((((,-1,-8
())()))((())))()))(()))(()(((((())(((()()())())))())((()())))((),-1,-4
())()))()(()(())))((()))(())))(()()))(((()))()))()())))())()(()(,-1,-10
()())(()))((((()))(()())))()()()(()))((((((())))(()()))())(()))(,-1,-2
()(((()))(()())(()))()()()((((()(())()()()())((()())))))(())()(),6,0
(())(()((())((()))(((())(())))(((()()(((()()())()())()))))()())),9,0
()((()(())()))(())()()(())()()(()(()()))(((()())(()))()(()))()(),4,0
(()((())(()())()())(()(())()(())(((()((())))()()()()))()((())))),8,0
(())()()()()())((())))(()(((()()(())))()))(()())(((())))(())((((,-2,2
()(())()()()(()(((()(()()((((()(())))((((()()((()()))))))))))))),14,0
(((()())()((((()))))))()))((((())((())()()(()((((()()())))(())(),-7,4
(())()))))()))()(()()(()))))())((((((()))(((()))((((()()()())()),-2,-2
(()(((())((()((()(()()()((((()))())(()))()((()())()()))))()()))(,-13,4
((()())(())()(((())())))((()())())()()()(()(()()((()(()))(())))),6,0
(()))))()))((()))()()((()((()(()()()()(((((())()()))(((()((()(((,-2,10
((()(()))()()()(()))(())()(()(()))()(()()(()))()(((((()(())))))),7,0
()(()())(()(((((()()()())(())((()(())(()))((((()()()())()))((((),-11,10
(()())(()())()(((())(()(()(()())((()())(())()))(((()((())))))))),9,0
((()))(((()(())()(((()()()(())(((())()()(((()())(()()))))))))))),12,0
(()()(()))(()((((()())()(())((())())))())((((()()(())((((((()((),-13,12
()((()(((())()(())((()(((()(()()())(())()())()())(((())))))))))),11,0
()()()()()((()(())))((()(()()))())(((()()((()())))))()((()()())),6,0
(())()()()(())(())(()()(()())()(((())())))()(())()(((()(()())))),5,0
((()))(()((((()((((())()))()())()()))()))((())))()((())((()()))),10,0
()()()()((()()(((()))))(()(()((()(())(()()))(((((((()))))))))))),12,0
(()))((()(()(((((()()(()(()))(())())))((())(())()))))(()()(((()(,-2,6
()))((())()()())))((((())))((())(()))))(((()(((()((())()()(((((),-1,6
()(((()())(())()()())))()(()()()(())()()))((()(()((()(((((()((((,-4,12
())))()(()(((()(())()((((())((()(()())()))((()(())))))))(((()((),-1,4
((())((()(()))((()()(()(())(()())())))))())))(((())(()()())())((,-7,0
(()(((((()()()(()((()()())(((()())())((((()))(()()))())))))))))),14,0
(()()(()()))()(((((()))()((()))(()())())())()())()()((()))()(()),6,0
(())(())((()(((((()())))))((())())()))(()()())((((()()))))(()()),8,0
(()(((()(()())))))()(()())((())()(()))()()((((()))))(((((()))))),6,0
(()()()()((()()(((((())(((()())(()(((())()()()()(()))))))))))))),14,0
(())()))()())))))()))()()))))(()))()))())))())((()(()())(()()))(,-2,-18
()()()((((())))(()))(()())(())(()()((())))()(()((())((()(()))))),6,0
()()()))()()))()(()((()()(()()))()(((((((()))))(())(()))))())((),-1,-2
((((((())())())(()))()())))))((()(((()(())(()()())))((()()(())(),-7,2
()())()))())()))))((())()((())((()()(())))))((()()))()())))()()),-1,-12
()(()(()((((()(()))((((()()))(()(()((()()((((()()))))))))))))))),16,0
()(()))(((((())))(()(()(()))()))))))())))((())((((())))(((()(((),-2,0
((()))))(())(((())(((()((())(((())))())()((()()))((()(()((()(()(,-3,10
((()(((())()()))))(((((())(()(()))())((()())((())((((()))))))))),10,0
()(())(((())()))()(()(()()))(((()(()())()()()())()()()(())))(()),5,0
(()()((())()))())))(((())(())((()())())())((()))((()(((((())())),-4,2
())())())()())()(())))()(()))))())((())(((((())(((()((())())))(),-1,-4
((((()((()()()()))())))(())((())()()())))((()())())()(((((()((((,-7,8
((((())))()()()((()(((((()())((()((()(())())))(()((()))))))))))),13,0
(()(()()(()))))(((()))((()))()(((()(()()())(()()))())())()((((((,-4,6
()(((((((())((()()))((())()))(())))))()()))()(())())))())(()((((,-9,0
()()()()()()()()((()())((())()(())))()()()()(())()(((((()))))()),6,0
()(()(((())())(((()))()(())())))()((()()))(((((()(())))))((()))),7,0
(()(()))(((((()((()))))(((()((()(()))(()()))())())(())()(((()))),-10,4
(((()()((())(()(((()(())((()(()(())())(()(((())))))()(()))))((((,-15,10
(())()()()(())()(())()(((((()(())((()((()()()()))(((())))))))))),11,0
()()()()(())(())()(()(()()))()()(()(()))()(((()()))(()(())))(()),4,0
()())(()(()(())))))(((())(((((()()()()())))()))()(())))())(()))(,-1,-4
()(()((()()(())()))(()(()(())((((()((())(()(()()()(((()((())())),-16,12
((()))()(())()((()(()()))(())(())(()(()))((()()))()(()))()(()()),4,0
()))(((()((((()))((())))))()((()((()))))))((((((()())((((()()()),-1,6
((()))(()(()((((((())(()(((()(()))()(((())())())()(()))))))))))),14,0
()())))())(()()()()(()()(()())))(()(())))((())()((())))())()()((,-1,-4
(()(())(()()()())())()()()()()((())((((())((()()))())()()()()))),7,0
()(())(((()(((()(()))()()()))())(()())()))(()(()(()())(())(()))),8,0
()(())()()((())())()()((()(()((((())()))()((()()))(()()(())))))),8,0
(())))())()(()))))())(()()))((()((()))(())()(()()((()((()(((()(),-2,2
()(())((())(())((())(()(())()(()())))))()))((())))(((()()))()()(,-5,-2
(())(()((((((((()()(())))()(()))(()()())())(()())((()))((())())(,-11,6
()(()())(((())(((((((((())))())()))(()()))()((())(())))())((()(),-12,4
()()(()(()((((((()())()((()())(()))()(()(())((()()))())()))))))),11,0
(())()(((((()))(()))(((())()))))(((()))(()()))()()()(())()((())),6,0
(())()((()))))(()((())))))(())(((()))())))))((((()((((()())))()),-3,-4
(())(())((()()(()(((((()))())))((((())((())))())(()(()))))())()),9,0
(()(((()))())(((((()()((()))()(()(())())()()(((()((()))))))))))),12,0
()((()()((()()))))()(())()(((()()(()((())((())())(()))(()))()))),8,0
(())(((())))(()(()))((((((((()(()()((((())))()())))(())()))))))),14,0
(())))())((())((((((((()())))(((((()))(())()(())()())(())))))))(,-2,0
()()))()()(()((()()()()(()))(()((()))))))()))))(()))(())((())()(,-1,-6
(()(()))))()))(((())))())((())(()(())(()()((())))((((())))()((((,-3,2
()(()(())())(())()()(((())())())(())()((((()(((()((()))))()))))),10,0
()(())(((((()()((((()))())()(())))(())()())(()()))()()))(())()(),10,0
((()(()((())()))((()()(()((())(()())(()(()(()())()()((((()))()(),-13,10
()((()(()(((())((())()(((()))()((()(((())((((()()))))))))))))))),16,0
()())))())())((((())()))(()()()()((())))(())(())(())()()))()()((,-1,-4
()()()()(())(()((())((()())(())(((()())()))())(())((()())))(())),7,0
()())((()()((())())()()))))())()))()(()(()())(()())((((())((())(,-1,0
(()()()())(((())())()())()()()(((()()()())()()))(()((()())(()))),4,0
()))(()(())(((())()()(((()(()()))()(()())())()))(((()))(()((()((,-1,6
(()()(())))()(()))))(()()()())()())((((())))(())))))()))()((())(,-3,-8
(())(())(()(())())()((()))))((()))()))(()))(())(()(((((()()(())),-3,0
((())()(()((()(()())))))()))(((()))))(())(((((()())()()))())(()(,-6,0
(((())))(()))))()())()())))(()))))))((()(()(()(()())))()()()))((,-4,-10
()((((()()()()()())(((())()(())((())(())))())(()((()((())))))))),9,0
()()()()((((()((()()(()))()))()(()()))(())((()(()()(()))))())()),8,0
(()(()))((())())(())()()((((()()))((()(())))))()()()()((((())))),6,0
(()((((()((()((())()()((()((()())()()()))))))()))((())(()))((((),-13,6
()(())()((()((((())((()()()()()))()()))()))((()())()())(()()())),8,0
()()()(()())()()()()(((()()()))()(((((()))(())((()(((()))))))))),10,0
())(()())(()))((()()()))((()(()((()))()))()(()(((())))))))()(((),-1,-2
((((()))(()((())())())(()))))(()))))()(()()()()((())))()(()())((,-6,-2
()()()()(())((()))(()(()(((()()((()))))())))()(())()((())())(()),8,0
()()()(()()(()))(())(((()((())()(()))()(((()))(()(()((())))))))),9,0
()()(()()(()()()()(()(())((()((())()))()()))((((((())))((()(())),-9,6
((((()))))(()))))((((((()))((()()))())(()()())(()))()((()))()))(,-5,-2
()(())()(())((()(()())()))()()()((()())(((()((((()((())))))))))),11,0
()()))))((((()()((())(()))))((((()))))((()(((()(()()()(())((((((,-1,10
()())(()()(((()(()()((()((())(()())(()))))()()())()()))))()))()),-1,-4
(()(((()(()()(()(())()()()(()))))()())(()()(())()()))))(()((())),-8,0
()()()(()())(()(()))(()()(()()(()())())()(()()()))()()()(()(())),4,0
(()())((()())(()(((()))())(())(()))()()()()()(((((((())(()(()(((,-12,12
())((()((())(()(((())()))(())))))))()(()((()(((()(()(((())(())(),-1,6
(()((()(()())())))()())))))()((((()))(()()((()()((())((())))()(),-5,0
((())(((()()((()(()))()(())))))((())))((((((((()(()))))))((()()(,-10,6
()(((())(())))(()()((())))()((()))(())()()(())()((())()())()()(),4,0
(())()()()()(((()(((())((((((())()))())(())((()())))))))((())))),12,0
(())()(())((()))()((()()((())((()(((())())))()(()())()))((())))),9,0
(((()())())))())(()(()(())))))()))((((())())(()))))()))))))(())),-4,-14
((()))(()((())))()()()()(())(())((()))((()))()(()((((())))(()))),6,0
()()(((()((((())((()())(()((()))((((()))(((()())))()())))))))))),14,0
())(((((())((()(((((())(())()(()((()(((()(((((()())()))())())))),-1,12
()((())((())()))(())()()((((((()()))()))))()()((((()(((()))))))),8,0
())()((((()))((())()()((())(()))))))))(())(()())())(()(()))((((),-1,-2
()))(((()))(())(()(()()()(()())))))(((())))()()()(()))(())(())((,-1,-2
()())))))())))())((((())))()()()()())(()())(())))((()(((())(())),-1,-8
()()()()))))(())))(()))()))()())())())))((()())()))(()())((((((),-1,-10
(()(())())()))())()))()))((()()))))())))((()))()()))))((((())))(,-3,-14
((((()()))))(())()()(()())()((()))((((())(()))))(()())((((())))),5,0
()(())()()()((()))(())((()((())()((((()))(((((()))()(()))))))))),11,0
()))(()))())())(())(()(((((()(()()()((()()()(())))))()())(()()((,-1,2
()()((()()(()(((()()()(()()))())))))()(())()((()(()(()((())))))),8,0
((())(())())(()()())(()((()))((()))((())()))((()))()()()((()())),4,0
()()()()()(())()((()))((()))((()))((())())((()(((()))()((()))))),6,0
(((())()())))((()))))))())(()()())()()))())()())()((()))((())()),-4,-10
()()))(()()(()))(())))((()())(())())()()(())((()())()))((())((((,-1,0
()())())(()()()()(())())(())()(())()()(()((()()))(((((()((((()(),-1,8
(()(())())))()((()))((()((()(())()(()))()))))(())((()()(())((()(,-3,2
()(())((())(()))()()((((((((()(((()(()))()()(()))))((()))))))))),13,0
()()(((())()((()((((()(((()())))(()()(((()((())())())))))))))))),15,0
(((())((()))(())(((()))))(()))(()()(((()(())(())(())))()((())))),6,0
(()()))(()((()))))((((((())()((((()())))))))())((((()(()()((()(),-2,6
())(())())(((((()())()))))())()())()()))())()))))(()()((()(())((,-1,-6
()()()))(())))((()))()()((()(())))()))(()()()))((((())()())()((),-1,-4
()))))((()(())((((((((()()))))())))(())(()))(())((()))((()(((()(,-1,4
()()()((()(()()((())))(())())((()(((()()((((())(((())))))))))))),13,0
()()()((()))(((())()(()))()())(())()(()())()()()((((())))((()))),5,0
()()()()()(()())(()())(()()()())(((()()()((((())))(()()())())))),8,0
(()))))()((((((((()))())))))()())((())))()()((()())))())(()()()(,-2,-4
(()(((()()(((()))))()()())()()()()))()(()((())(((((()(())))))))),9,0
(()(()))()(())(((()(()((()()))())()()()())()(()())))()(())()(()),7,0
(())((()))(((()((((((())()(((()()((((())(()))(()())))))))))))))),16,0
()((()())()()())()()))(((()(())))(())))()(((()))(((()(())(()()(),-3,2
(()(((()))(()))()())(())((()(()(((())(()(()(((((())()))))))))))),13,0
(((()((()()(())()))))((()())(()))))(())(((()(((()())(()(()())))(,-7,4
((()()()()())())(((((())))))(()())()()()(())((()))(()((()))(())),6,0
(())(((())(())(()))(()()))()()()()()((()()))((()((()))))(())()(),5,0
())()()()()(()((())(())((())()()()(())(((())))(()()(()((((()))((,-1,8
(()())()(((())))()()()(())()(()(()((((((()())((())()(()))))))))),10,0
()((()(()()((()))(((())(()()))))))(())(((()((()(()(()()()))))))),8,0
((()())(((())()())()((()()()()()))((()((()((())((()()()))()(((((,-12,12
(((())))(())(())(()((((()((()))()((())())())(())()((((())))))))),9,0
(((((()(((()()()())(()))(()(()()(((())()))))()))))(((()(((())()(,-12,8
()()()(()(()))()(())((())()())()((((((())((()))(()))))))(((()))),8,0
(()())(())()(()()(((())(()()()(((()())(()(())()()()))()())(()))(,-9,4
()(((()(()((()())))())(())()(()())()()))()((()((())(())(())()))),7,0
()()()(()(()(())()))()(())()((()(((()((()(())()()()()))(())))))),9,0
()()()()()(((())))(())(((()))((())(())))()()()(()((()())((())))),5,0
()((((()()))())()(((((((()(())()))())))))))()))))()()()(())()()),-10,-6
()(((()()(()(()()))())))()()(())()()(()())(())((((())()()()()))),6,0
((()())((()((()))()((()))())))()((())())(())()(())(((()((()))))),6,0
())()(((()))()))(()())((())()()((()()())(((()())())()(((())()((),-1,4
(())()()((())())()(())()()(())((())())(((())(())((()))(())()))(),5,0
()()((()()((()(()((()()))()()())()()))(()))(()(()((()))((())))(),-8,2
(()(()))()(())()()((()()))((()))(()()())(()()()(())()(()()))()(),3,0
((()((((((()))((()()))))))()(())(((()())))()())(()(()))()())())),-9,-2
(()))(()()()))((()()()((())))()())(()(()())(()((((()))))))()()((,-2,0
()())()(((()())())(((()())()(((((((())(()(()))(((((((((())))(((),-1,16
()(()())()(()(()))()()()(()())((()))()(()(()(()))())(())((()())),4,0
(()(())((()())))(())(()())()(((()()())(((((())(()())(())())))))),8,0
((((()(()()())(((()))(()()))((()()(()()((()()())(())(()))))))))),10,0
(()())()()()(()())(())(())(())(())()(()(()())((((()()))())())()),6,0
()(()))()((())()(()()())(((())))))()((())(((()(((((()(()()))())),-2,4
()()(()(()(())()))(())()(())()(())((()()))()(((()))())(())()()(),4,0
((((()((())())(()(())(()()()))())(()())((()))(()()))))()()()()(),7,0
())())((((())()()))))()(((()((()((((((()))))))))))(()(()))(()(((,-1,2
((())((())((()()()))(()))(()((()))()(()))())(()))())(())(()()()(,-5,0
(())((()(())))()()(())()(())(((())(())(()()(((()()))())()(())))),7,0
((())((())))((((()((()))))((()()()()(()(((())())))((((())))))))),9,0
(())())((((((()()))()))))()())((()(((()()())))))(()(()(()(())(((,-2,4
