sequence,stack_depth,count
((((()()))(())))((()()())(((((())))()))()(((((()(((()((()(((()((((((((()))()))(((((())))(()()))((())(((())))))))()))(())(()()()()(()()(((())())()))(()((((()))((()((()))()())))((((((((()())))()(((()()()((((((())())()(()(((((()((((((()()()((()((()(((()())())(())())()))((()))()())))())(()))((()(((((())())))))()(()()()()(((()())(((())()((()))())())))((()()())(()()))))))())))))(())((())))((()((())))())(())((((()(())((()()))()(()(()()(()()(()((())()))(()(()()((((()()(())((()())()())(()()())((())))(())(())(()()((),-49,44
(())(((()()()()()((()()()))(()(())(((()(((((((((((())()()()(((((())))()((((()((()())(()((()(())())))((()((((()(((())((()(()((()()))(())(())((()))(()))))()))()))()()))(((())((()))))())))((((((()()(()()))(()()))(())(()())(()((((()(()))))))()()()()((((()())(()))())((())((()(())())()(()))))((()()((((()(()))))))((()(()(()()(()((()((((()()))()((())))))()((())(()()((((()((()((()((()))()(()))(()(()())(()()))((())))(())(())())))(())(()(()())(())(()(((())((()(()((()))())()())((()(()(())())(()((()(()))))())))()((((()(,-51,48
()(()))((()))))))(((()((()(((((((()(())((()(()))))())()(())(()))()(()))()(()((((((()(()(()()()))((((()))(())(((()(()((())((()(()))()(()()((((((((())())(())(()()((((())((()))(())(())(()((((()()))))())()))()(()()(())))(()(()(((())((((()))()))(())((((()(((()))()))())))(()(((()()()))))((()))()(((((()()())(((()(()())))(()())(()(((())(()))((())))()))(())))()()((((()(()()((((((())((()((()(())))())(()(()(()()()())()(())))())())(()))))(()((()(())))(()))()()()((())))))()())()())()))(()((((()(((())())()())(((())((((((,-2,44
()()(()())((()))()()(((())))(()((()(())())()((())())()(()(()()()(())))(()(((((()()())()((()))())()(())((()()((()()())(()))))())(()())()()))))(())()(())())()()()(((((())(((()))))(()))))((()))(())((()()())((((()())(())()())(()())(()(((())(((((())))((())))))()((()(()(((((((((((((()()()())()(()())(())())())))(((()))(((()))(((()()())(()()))()(())(()(()())()()()(()))))(())()()()))(()(())((()())))(())))(())))()(())(((()))(()())))()()())())()()))(())(()((()(()())()(()((()(((())())))())(((()))))()())()(()()))))))))),22,0
()()((())())(()())(((((())))()()))(())(()()())(()(((()(((((()())()()))()())((()))(((()()()()))(((()()()))))))))())()(((()()(((((((((((((()())(())())())())(((())()()((())(()()()()()))((()()()()()()))()))))))()(((()())((()())()(()())))()())((()))()(())))))))()()(()))()())()()(()())()()((()(()((())))())()()()((((((())()))()()(()())())())()))((()(()(()()((()))(()())(()())))()((()()(())()))()((()((()))(((()))()))(()((())())((()(()()())(()))())((((((()))()(((((())(((()()))))(()((()))(()(((()()())()))))))))))))))),17,0
((((((()))((()(())())))((()()()())))((()(()))(()))))()()()(()((()(()()()(((()()()()(())()((()((()))(()))))()(()((())((((())((())((((()()()((()())()))((())))(()))))()))))()())(())))(()(()((())(()()()((()(()()()((((((((((((((((((((((((((()()()()()()())())())()((()(())()(())))(((()()()()()()))))))())()))()()))((()((((((()(()()(())))))))))()(()((()()(()((())))(()(())()()))()()())(())()()))()((()())(()()))()(((())))(()((((((())(()))))())((((()()())(()))()()())())()())())()()((())(()))())))))))))))))))))))))))))),38,0
()()()()((((())()()((()())())(()(()()())(()())()()()()))(((())))))((((()()(()))()((())))))()()()()(()(()()))(()())(((((()())(()())))))((((()(())(()))))())()()((()(((())()()))())((()(()(())()(())()()()()))(()()(()(()()())())()()((()()())()(()())()))()))(())(()()((()()))(()((()(())))(()((()())(()()())))))(()())()()()()(()()((())(()(()(()()()())))()()()))((()(()()))((((()())()()))(())))()()(((()((()()())))())()()())()()((()))(()(((())))()(()(())(((()))(()(()()))()()(())((()))()(()))())((())()()(((()())()))))(),6,0
(()(()(((()()(((((()()))(()()())))))())()(()(((()((()))())))))(()))((()(((()()(())(()())(((()((()))(()()(()(((()))(()(()()()(()))()()))))()))))()()))(()(())))())))()(()))()((((()(((()())((()()(()((())()(())())())())(()))()))((()(())()()()(()()())))(((())()(((()(())((()((())(()((((())))))()())()((((()))())((((()(())()(((()(())()(()((()(()()))(((())()()()))((()(()()))(())(()())()((()(()(()(()()))())()(((()(())((((((()()()(()((((())))))()()))))(()((()(()()((())(()((())())(())))(((((((()(((()(((())()()(((())((),-16,46
((()))()(()(()))()(())()()()()(()()(((())))((((()((())(()))((())())))(()))()))()()(())()()()((()((()()()()()((((()()(()())()(()()())))))((((((((((((((((((((((((((((((((((((((()()())(())(())))((()))()())()())(())()(((((()()))())))))()))()()()(())(())((()))())))))(()(((())(()))()))((())(()()(()))))(())(()()))))()))((()(()(())(()(((()))((())()()(()(()()))(((())()()()()))(((()))()()()(())(((())((()))))((()(())()()())()(()(())(())))()(())))()())()(((())))())())))()(())())((()((((((()))))))))))))))))))))))))))))),43,0
())()((()())))))()))(()(())())))())(((())(((()))())())))(()()((()()))(())(())(()()))()))()(()(()))))))((((())()((())()(((())))))())))()())((()))))())()))()))())()(()))()))()(((((((()((())(()()(())))())()))))())()(())))((((()))((()())()())))()())(()((((()))))((())((()(((()))()()))(()(()()()((()))))())))()))()())())()))()()()()(()()()))))(()()(()((()(()))(())))(()))())())()(()()())))()))(()(((())))(((())))()))())())(()())(((()))(()(())))())))()())(((((())()())((((())))(()))))()(((()()(()()))(())))(()))())()((,-1,-52
()))()))())))()(()))))())(()()(()()(()((()(()(((())((())()))()(((()((())()((()(()()))))(()))())()))((()))()()(()))))))))())(((((())))()(())()()()(()(())(((())))())()())()))()()))())((((()()(())()()((())(()(()()(((()()))()(())))())())())(())()()((())))))()))((())))(()()))((()))(()(()()))))())))(()(()((((((()()()())()()))()()())()))))(())(())()()(())())))))(()()))(((()(()(())())((()())(((()))))((()))))((((((((())))()())))(())(()()))()()))()(()())))))())(()(()()))()()))))())))()()))((((())))))((((()))()((((()(,-1,-40
()()(())((())((())))((())())()()()(((()())()(((())()(())()))(()())((()))(()()((()()()()))()(()(()()()()())))))()()(())()(())()(()())(((()((())())))()())(((()((()()()()()))()()))()())((()))()(((((()()()()))))()((()))()()())()(())(()())()()()(()(((()))))((()))()(((((()()()()())()())())))()()((()))((()))()()(()((()()()))(()(()(()(())()()())((()())())((()())()(()())())(()(())))(()())))()()(()())((()()))(((((()()()()())(()())(()())(()))((()()())(()())))((())())()()))()()(((()((()()()()))((())()(())(())(()()))))),6,0
()()()()()()((((((((((((()(((()()))((())(()()())))(((()(()))())(())(())(()))))))((()()()(()(((()())()(()))()((()))()))())((((()(((((()))(()()(()((()()((())()()())(((((()())(()(()()())(())((((((())((((()())))()((()())()(()))())(()(()(()()))))()(()))(())))))))))((())((((()(()())))(((()))))((((((((((())())(()(((()()())()(()()()()()))((()()()()))())))(()(())()()())())()(()())))()))))())())())((()(())))()()(())()(()((()((((((((((((()()()()()()()()()()()())))))((((()))))))))())))))()()((()())))))))))))))))))))))),35,0
(())((())((((((((((((((((((((((((((((((((((((((((((((()()()())))))(()()))()(())(()((((()()()(()))(()(()))()())(((()()))))))))(())()()(()())())(()(((())))))(()(()))((((()(())()()))))))())))((())()()()()()((()((((()(()(((((()()()()((()()())()())())))()()((()(((()()()())))))()()()))()((((()(())(((()()()()()))()))(((())()))())(()())))(((())()()))()(((())()))))()(()))))(()()((((()(()))())))(()()(()()()()))())())))()())()((()))())(((()((())(()))()))((()(())(()))))(((()))(((((()())))))))))))))))))))))))))))))))))),46,0
()(((())(()()((((()))()())))())()()()))()()))()()))()()))))((()()(((()())))((((()(()(()()((()))))()))())(())())()(())(())(())))((()()))(()))()(((((()())))()()(()))))()))()(()))())()))())()))))())(()())())(())(()())())()))(()(())()()((()))))(((()()((())))))()))()()(())()())()(())))((()()))(()())()))((()))()))()()(())()((()())((()()())((())()())))()))(()(((()(()))((()((())()())(()()())(()))()(())()()))))())(()()())())()))((()(())(((()()((())))())((())()(()())())(())(())(()()(()()(()(())()))())()))(()()))(()(),-8,-42
()()()()(((()))(((())()())))(()(()))()()()()()(())(())()(()()((()(((()))()()(())))()))()()()()((()()()))()()()()(((())))((())())((()()((((()))))))()()()(())()(()((())((())())())((((((()(()(((()()()(()(())(((()()((())(()()(((())))())(())))))(()((()())(()()))((()))()(((((((((((()()()()()()())(()()())(()))((()))()()))()((()())())((())((()()(())()()()()(()))((())()()()(()())()()))((()(())))()((()))))(((()())))(((())(())()((()))))()()))()()))())())())))()(()())))()(())())())(((())((()()(((()))))((()))()))))))))),25,0
(())()()()(())(()()()(())(()())(()))((()())(()()()()))()((()())(()())(()()()))()(()(()()()))()(()())((()()))()(())((()))((())(()))(())(()()(()()))(())()()()()((()))((()))()(())((()()())())()()((())(()))()((()))(()(()))()((()()())()(()()()))()()()((()))()(())()()()()((())(()()))()((()()()()()())()())()(())(())((())(()))()()(()())()((()()()))()()(()()(()))((()))(()(())()(()))((()))()()()()((()))()((()()))()((()))()()()((()())(()()())(()()())()(()()()()()))((()()))(()())()((()()))()()((())(()))()()((()())()()),3,0
()()((())))(()))(((((((())(((()))(()()(()()()())))(()((((((((())))())())(()())()(((()(()()()(()(())())(()()((()(())()())(())()(()(()))()()()((((()()()((())))))((()()()()()((((()))))((((()())())(((((()())((()))()(())(()()())(((())()(())()(((((())(())))(()(())(())()))()(((((((()))((()())(()()()((((())())()))())))()()()((((()(((()))(((((((())()()())(()()(())())((()()))())(((()()()(()))(((()()())(((()()(((())())()(()))(())(()))()()((()))(()))(())((((()(()(()))))))())(()(((()()((((()))((((())())(())(((((())())(),-3,54
(())(()(()))()()(())((((())())))(()(()(()(((()(()((()()())()(()()())))()((()()())((())(()())))))()()(((((()()())(()()))())(()(()())())(()((())()(())))()()))(())()()()(())()())()()(((())())(()))()(((()(((())))(()())(())))()))()))()(())()(((())))()()()()()()(())()()(((((()())(()))()(((((()(())())((())())(()())(())()))))()((()))))())((()))(())(())(())(((())((())(()))))()()()((()(()())))()()()()(()(((((()(((())))())(()))())(((()))(()))))(((((((())))()))((()())()))((()(())(((()())(((()())(()()))))))((())))()))(),10,0
(()())()()))((()(())(((()()))))))))(()()()((()()()((())((()(((()))(()))(()))))))(()(((())((((((((()()()()(())()()())((())())))(()(((()))(()()())())(()()()))))(()((()()(()())()(()()()((()))((()(((())()()((((()(()())())(())((((()()))))))))())(()(()(()(())))))(())()))(()()(()))()(((()()(((((()()))()))()(((((((()(()(()(())(())((((((((((())))((()))()())()(((()(((()(()))()(((()((((((()())()(()()))()))(()(()(((((()))()()((((((((()()((((())())(())))())))(())))())(()(()(()(()(())())()(()()))()((((((((()()()(())()()),-2,50
()(())((()(()))()()()()())()(())()()()(()())((()()()()))((()))()(()(((())))())(((())))(()()()(())())()(()())()()()((()))()((((())())))()()()((())((()()))()((()))())()(((((()))((()()(((()()(())))()(())((())(((())(()(()()()())()(())(((()())(()((()())))((()()())))(()((()))))(()())((()))()))())()(()())()()()))((()(((())((((((()((()))((((()()))()(()((())))(())(()))()(()(((()(()((((())(())(()((()())))))((((())(()()()())))(((((((((((((((((((((()()()()()()()()()()()()()())))))))))))))))))))))))))))))))))))))))))))),45,0
()()())))))))()())(()(()))(()()))())()))))((((()(())()))()(()))(()())((()(((()())())(()))(()()())))(((())())()(())()()())())()(())()((()))()())()()()()()((())()(()))()())()()(((()()((()(()(())()(()()()()((())))()())()(()))()()((())))))()(()())()(()()))()))(((()))(()((((()())())(()))))())))(((()))(())((())))()())(())()((())()()(())))()())(()()))))))()()))))))()())()))((((()))(())))()))))()()(())(((()))))))((())((()(())()))))())))((())((()(())))()(((())()(((()())()())(()(((((((()()())))())()))))))())(((())))(,-1,-46
((())(()((()()((()))(())(((()()))()()))()))())))()))((()(()()()(())(()))(((()))()))()))())()())((()((())(((()()())(()))())(()((((()(())))(()()((()))((((((()(()((((())()()(((())(()())))(()((((((()((()(()(())(()(())((()(()(())()((())))))(()()()()()()(())(())(()(()()()()(()())((())())))()())((()))(())())())((((((()()))(((()(())((()))()))()((()(((()()))))())((())()((()(((((((()(()())(()(())(())))(()))(())()))())((()()(()(())())((()(((()())(()(((((()(())(()(()))(()(())(()()()((()(())())(()))(((()((()))())((()))(,-8,46
((()()((()()(((())()((()((()(()))))()()()(((()(()()(()())))((((()))()))(()(()((()()()()))((((()(((((((()()((()()(((()(((())())())(((((())()(()))(()()()()))(()(()))())())()((()()((()))))())))))((()(()(()())))))()))(())())(()()(()())))()))(()(()())((())()(((((()((((()(())))))())(((()()(()(((()()((((()))())((()())(((()())(()())(((())))()((((()((()(())(()(((())))())()((())()((((())(())((()()()()()()(((((()()()()(()())()))))(((((()((()(((((((())))())(()()(())())()(()((()()))()(())))()())))()()()))((()))((()))(((,-60,52
()(()()()())()(()()())(())()()()(()()()()())(())(())()()()()()()()()(())()()(()())(()())(()()())(()())(())()()()()()()(())()()()(())()()(())()(()()())()()()(())()()()()()()()(())()()()()()()(())()()(()())()()()()()()(())()()(())()(()()()()()())()()()(()()())()(()())()(()()()()()())()()()()(())(())(()())()()()(())()(())()()(()()())(())(())()(())()(()())(())()(())()()(()())()()()(()())()(()()()()())()()()()(())(()()())()(())()()()()()()(())()(())()(()())(())(()())(())()()(()())()()()()()(()()())(()()())()(()),2,0
(()()()())(())(())(()()()())(()())()(()())(()()()()())(()()()()())()()(())(()())()()()()(())(()()()()()())()(()())()()()()(())(()()())()()()()()()()(()()()())(()())()(())()(())()(()()())()(())(())(())()(()())()(())()(()())()(())(()())()()()()()()()(())()(())(()())()()()()(()())(()()()()())()()()(()())()()(()())(())(()())()()(()())()(())(())()()(()()()()())(())()()(())(())(())()()()()()(())(())(()())(()())()()()()()()()()()(())(()())()(())()()()()()()()(())(())()(()())()()()(())()()(()()())()(()()())(())(()),2,0
()(())(())((())())(()))))(())(())()))()(())))(()()())))(((())()(()()()))))))))()()())()))(())(()())))()))()(((()))(()(((((()(()))))))())))(((()))()()())(())))))()))))()(((((()(()())))((())()((((((())())((()())))(((())))())()))()()()())))())())(()()))(()))()(()())(((()()(((()))())())((()()(((())()())(()))())((((((()())(((())(()((())(())(())()()(((())((()()())(()))))))))()))())((((()((()()))))))()((((())))))())()())())())))(()()(())((()(())))(()())())())))))(()())()))))))()((()(((()))(()(())()((((()(()))))))),-3,-44
(((()()))()()()(()))()())()))(()()))())()))))))(())()))()())()(()))(((())((())))))))(()())((((())))((()()())(()))))))))())))(((()(()(()()()((()())()))(()()())))())))())))))()))())())())))(()))()((()(())(()(()(()))(((()(())(()()(((()()))()))()())()(())))(()((((((()))))((()))()(()()(()))((()))))))((()(()((()((())))(((())())(()(((((()()(()(((((((()))()((((())))()(()(()()))())())()))))())))))()((((())()))()))))))((((())()(())()()(()))(()))((((())))()))))(())(((())))))))(()()())(()))()((()())()())(())((()((())(),-4,-40
()((((((((((((((((((((((())()()((())(())(()))(()(()()()()()())(()()()))((()))))()()()())))()((()))()))((())())()((())((())())()()))(())))))()((()(())))())()())(((()()(())((())(((((()())((((())(((()))))(())))(()(()))(((()()(((((()())))(((()()())(()))()))()()))(()()))()((()())()(()(((()))(()))()(()))()()()((())))))())))))()))((()())((()())(()))((()())()))(((())(()((()()))()))((())))())(((((()))((()))())(((()(()))))())()(())))))())))(())()(()(((()(()()()))))(((((())())(((((((((()())))())))()(()((()())))))))))),24,0
()))((((()())())(()))((()())()()(((()(()(()()()))(()(()((((((((((()))(()()()(())())(()()((())()))(()()((((()()((((()()((())())((((())())))()(()((()))))(())()((())())(()))()(()())))))))(()))((()(((())()(()(()()())(((())(()(((())((((((((()))())(()))()((()(())((())()))))))(())))(()()()(((()))(((()))))((()()()((()()(()((()())(((()))))())))(((()()()((()))(((((()()(()((((()(((((((())((()(()(()(((())))))()(())())(()))(())(()())())())()))()()())((())()())((())())()())()()()))(((())()())()))((((((((()()())()()())()(,-1,42
(()(((()(()())()))())(()(()(()(()()()))())))()(()()()((((())(())()()(())(())()))())(()))(())(())()()(())()(((())))(())()(())()()()((())(())(((()(())())))())((()()))()()(())(()())((()(((()))()))((((()()())))()(()((()))())))()(())(())(()())((((()(())))()())()())()()()((()(((()()()()))()((())))(()(()()())()())(()))((()))(()()()()))(((()((())))((())(()(()))((()())()))()()))(()((()()((()())(()()))()()()))((((())))(()(()()()())(())(())))(()(((()()()())()(()()()()()))())(((())()(()()()()()())))))((())())()((())()),6,0
(()))()())(((()()))))))()()))(())))())((()())()()()))()()())))()()))(()))()((()(()))))(()))())())(()))))(()(()()))))))))(((()()((()))())))))))(()()()))((())())()))())))(()()(()))()))(()()())))))(((()(())()(((()))(((()))))))(())))))()))())())(()()))((()()(()(((())(()())()(())())((((((())(())()))()((((()))()))()))())(())((()))())(()()())))())(()))(()(()))())(())(()((()(())))()())((()()()))())()())))(((()()())(()())))(((((()()(()))))()((()(((()()(())))(()))))())())(())((()())))(()))(())()((())))())(()())(((((),-2,-60
((((((()(()()()))()))((()()()((()())))(()))(()())())())()()((()))(((()(())((()()((((()()()())))))(((())())((()))((()(())))))((((((())))()()(()()()()(((((((((((())(((()((()((()))()))(()))))()(()(()())())))))((())))((())))(()))()()((()((())((())())))(((()()())())((()()))((((())(()())()((())))()))))()()()))()((((()((()(((()))())()()))))(()))))()())()))))(()))())(()))(((()((((()())(())())))()))((()()))((((((((((((((((((((((((((())(()())()))(()))(((()(())()))(())()()))()(((()))((())(())())))))))))))))))))))))))),28,0
()))((())()())()(())(()))()(())())((()))()(()))))(()()()()(()((()((())()(()())))()()(()))()((())()))(())((())())(()())))())(((()()())))((()())((()))))))))()))(((()(()()((((())(()))())(())(())()((()))))()())((()()(()())())()))))())()))(()))()())(()()))(()(())())())((((())()((()))))((((()())))(()()(())))(()()((()(()((()((()()(((()))(()))))))))))((((()))))))(())(())()))(())(((()(()))((()())()))))((()))(()((()((())))))()))))(()(()))))()))))())()(((()()())(())(()())))())))))))()(()(())()))()(()()(())))))))(((()(,-1,-48
((()()()()())()))())((())())(()(()))()((((()())))))((()))()()((()((()))(()())(((())()((((())))(())))((())))((())()((())())))()((((()((()))())(((((()))())())()()((()((((((()(()()((()(())(()))((())()()(()())(()()(())())(()(()()(((((()(()(()))(((()())((()))))((((((()((()((((()))(()((()(((())((((())()))()())(()())()))(())(()(()(()))(((((())((()(((()))())())))())((()()))(()()(((()()))()()(()((()((()((()((((()))(((())(()(()((()())((()((())))))(((())())()))))()))()())()())(())(()(((()()()((()()(()())())))))((()(((,-3,50
(()((()()())))(((((((((((((((((((((((((((()())()()(()())()()(())(())()()))))))))))())))())(()(()()((()()))(((()((((())))))(((()))))(()))))((())())()())))(((())))((()))))()))()))(()()()(())()))())()((()())()()(((())((()))()))()))()((((()(())(()())(()))))())(())(())()()()()(()((())))()()(((()())((()((()))()(((()(()()((((()(())()))()()((())((()()()(())(()()))))))(()())()(())())(()(())))((()()))())()))())))()(())()(()()()(()()()((()))(())))((((((((()()))(()))(()(()((())(()()()))()))()())())((()(((()))(()))))))),28,0
(())))()))))))()(())))()))))())()()))))(())))))())()())()()((((()))())((((())()))))(()))()(()()()(())()(())(((())))(()(())())(()()(())))(())))))()))(()())))((()())))()())))()(()(())(()((((((())((()(()))(())(()())))))())))((())(()()())())()((((()(()())))(()))()))())((((()((()))())))())())))(()())(()((()()()((()(()()))()))(()())))((((())((()))))))))))(())())()(())(()(()))()((())())())((((())()())())(()))()())()(()))))))(()((())()))(()(()(()()(()((()()())())()()(()())()())()(()))())((())))()))))(((()))()((((((,-2,-52
((())())(()())()()()((((((((()())()(((()))()(((()))(()))))()))((())()(((())(((((((((((()()()())(()()))))())))))()(())))()(()(()((()((()(((((()()))()((()())(())))()((())(())(()))())(((()()(()()()()())()())(()))()((())(())()(()(()()())(())()))))())())())()((()(()()))())))(()))(()(())()()((())))()()))(()))(()(((()((()))()(()))((((()(())((((((()))(()((()()()()))())))))(())((()())))(()))((())(())()(())(()))((((()(()(((()())((()()()()()()()))()))(()()())()(((()(()()())(()())(()())()(())())())((()))))))))))))))))),19,0
()(()(((((())((()())))())(()()(())(()()()(((((((())((((((((()(())(()())((()(()((()((((())))()))))())(()(((()(()))))()))())()))()(()()(()((()())))())(((())(()(((()()((()(((((()()((()()))))())((((((((((((()()()()()()()()()()()()()()))((()))(())))(()))))((()(())))()))())()(((((()((()(())))(())()(()())(((()(()()()(()()()()())(())())())(()())()))))))))((((()())())(())))))(()()()(()()(()))()())(())((())(())(((((()()))))))(()())((())))()())(()))()))((()(()(((()))((()))(()())()())((())((())))))))))))))))))))))))))),39,0
())((()()(((()))()())()))(()(()()(())()()))()((())())()))(((())((()))()(()))())()(((())()()((()()()))(()))()()()()))(((())()()())))())))()(()(())()()))))()())())))(())(()))(())))(()()))))((((())(((((()(())))())())(((((()()(()(())))(())()))()((()()(())))))))()()(())((())()((())())())))()()()(()))))))))(()(())))(((())))()())(())()))(((())))(()()))()))()))())())(())))(()())())(()))(())(()())()))(((()(((()((()))(()()))((())(((()((())((())))()))())))(())((((())())()()))(())(((()()((()))())()(())))()(())()()(())(,-1,-40
(()(((())((()))(()()())(()()(()())())()(()(())))()))()((((((()))((()))))((()())((()))((()(())()(())(((())((()()(()())()()()))())(((())))())(()()()(((()))(())(()((())()))())((()))(()()()(()((()((())()))())()(((()()))))(((()()()((()(()(()(((()(()()()(())()()(()))(())(())()(()))(((()()))))((())(()))((((()()()()()()()()))(()))())()()())(((())))()()))()((()))))())()()))()(()))(()(()(()()())())(()))()())((()(()()(())((()((()()()))())(()))((())((())))(((()((()(()())((())())))()(((())))(()))))))))()(())())(())()))),20,0
()(()())((()()))()()()()()()(()((())(()((((()((()())((()())(())()())())())))()()()))))()()()((()()))((((()))(()()()())((())()))())(()()(()()(())()(()))(((())((())()(((()())))(())((()(())))()(()()())()(()))((()))(())((((((((()(()))))))(()))()))(((()(())((((())(()()(((()(((()())())()())(()))((((()()()))((())()))))(((((()()()()()())(()()())()()(()())))()())()(()()()(())()))())(()()))(()()(((())()()((()())(((()()()))))))())())(((())((((())))))))((()))()))())(((((())((()()((((((()()()()()()))(()()))))))))))))))),17,0
((((()(())()))))((())((()((()())())))()(()())))()())(())()(())((((())())((())()()))))()))((()()()))))()))()())))(((())(((()())()()))((((()()()())((()(()))(((())())()))(()(())))((()(()))(()))(((()()))())()())()()))()))()((((((()))())((((()((()((()((())()())())()()()())())(()()))))()(()()()()())))())()())()())((()(())))))))())())))())))()())))))(()))())(()(()()))()(())))(((())()(())))))())())))))(()(()())(())))(()((()(((()())(()(()())())()())())()))(((()))((((())))))()()(())(()))()())((())))(()))((()((((()))),-6,-42
(()))))()(()))()))()())))((()(()()((()())))())()))(()))))))())))()))(((()()(()()))((())(((())(()()())((())())))()))()))((())()())())())(())))))(()()(()()()))())()))()()()()(())(())((())((()(()())(()(()((())()(()))))(()))())()()((()(()()())()()(()(()(()))))()((())((()((()((((()(((()()()()))))()))(()))))()()(()())(()((((((()()(()))())))())))))))((()))()()))(())))((())()))()(()(()((((((())((())(())))))(()((()()()))((()(())()(()())(()))))()()(()(((()))()))((())))))(()))())))))()))))(())()())(()())((()()))(())((,-2,-42
((())()))))((())))(()))()()()()()((()(()()))))())()(()))(())))))()))(()))(()((()((())()))())))))(()))))(()())))()((()()())()(()((())(()))(((()))))()())()(())(()()()()))()((())))())())())))()((((())()(()(()))((())))))()()))))(()()(()()))((()()))))()()(()))()(())(()(()))(())((()))))((()))))))((((()()))))()))))())()()()(())((()(((()((()((())()(((()(())(()))(()))())))()()())((((())))()()()()()()())))(((()(()())(((())))((((()))))()(((()())(((()((((()))()())()())))(()()))()))(()((()(())()))))(()))))))))((((())(((,-3,-44
()(((((())()((())(()()((((())))(()(())()()())))((((((())())(((())((((()(((()(((((())(()(()))))))((()))())))((()))((((()))(())(())))))((()()(((()(()()(((((()(()((((((((()(()()((()())()(()))()())(()(()(()(()()(()(())((()))()())))))))(()(())))(())((())))()()(())())(()(())(())(((()())()(())))(((()(()((((((((((()()()))))(()())(()(()))(()()))(())()(((()()())()()((()))()())())((()())(((((())()))(((()((((((((((())()))()))))))((()(()((())(()))(())(()))))(()()(()((((((()))()(()(()()))))(((((())(())(())))))())(()((()),-55,50
()((()(()(()(())())()(())))))(()())))())()())()())()(((())(())()(()(()((()()(((()()()))())))(()))()))))))))(())))(()()(())(())()))(()))()))))(()(((()))))())((((()())))))))()(())(()(()))())())))()()((())())))))()()(()(()(())(())()()(((()())(())()))()(((((((()(())))())((()())()()(()())((()()()))))()()()())))()))(((()))()((())()()()))))())))())((((((()(((((()(()(((())))(()))())(()))()()())()))))())(()()()))()))()))()(()))))(()))(((()(()())(()()((((())()))(()))()))))(()())((())(()))(()())(((()))))))()()((()))((,-6,-44
((())(()())))(()()))((()(())()))(()()))()()(((()()())))))()((())))))(())())()))))))))(())()))))(()))(()(())(()(((())(()(()))())(()()()))))()()()(()))())))((())())()()))())(())())(()())())())))))((()))()()()()(((((((((())(())())))(((()))))())(()))())()(())()())()()())))())())(()()))(((()()))(()())(((())())())))((()(()((((()))((())(()(()(()))())(()))))))))))(()()(()))(()()()()()((()(())(((((()(((((())()(()))(()(((()(((()))))(()()(())())))()))(())(()))()()())())()(()()))())(())()(()()()(()((()(()))))))(()(())(,-3,-40
((((((((((()())(((()))()(((()(((((()))))(()(()()))(()())(()()()()()(((()(((()())())())(((())((()(())((()()())()()))((()((((())(())()()())))))())()())())()()(())()()()))((()())((()((((((((()())(((()(((()))()(()))()()(()))(((())(((((()))((()())))(()()()())(())(()(()(((())))((((()))()())))()()()((((()()()(()(()))(()()((((((((()())(((((()(()))()(()(()))))())))(())))((())))(((()))((())))))()((()()((()(()))()()((())()(((()((((()))(()()))((((())(()()(()))()()()(()(()))))((()()))))(()))(()())))))))()(())()))()(()((,-53,40
()(())())))()))())())(())(())))()))(()(()((((()((()())((()()()((())))(())()(()())(()(((((()(()((()()(())()((((()()())()))((()))()))())()((((((((()))((())(()()(()(()(((()()(()))))(((()))))((())()((())(((((())()(((()))))())())(()((()()((()((())((()(((())((((()))(()())(()()()())()(()())(((((()()()))((()((())()())())()))))(((()((())()()((()(()))())(()(()())()))(()()((()))))()()))()()())(((()))()(((((((((()())())()(()(())))))))((()()))(((((((())()((()()(())()(())))(((()((()(((()((())((()()(((((())))))(())()))(((,-2,48
()()()(())(()())()((())(()))((((()(()(()))(()(()()))))(()))(())())((((()))()()))()()(()((((((((()((()())()(()()())((((((((()))((()))))(()))((()())(((((())())()(()())))(()())(((())(()(()))))(()))((()()(()()((()())))()))((())))()(()))())(((((((((((((((((()()()()()()()()))()((())(()()())(()()))(())(())()()((()())(())()()()))((()(()())())))))()((()(()()()(())(((()()()())(())()()()))()())))((((((())()(()))))()()()(()(())(()((()()())()(()()()()))()(()()()(()())())((()())(()))((()()()())))))))))))))))))))))))))))),29,0
()(((())))()(()())(((()))())()((()((()())())()(((()()))()((())(())))(((())())((((())(())((()))()())())()(()))(())(())()(()((((((((()(()))(()))()(((((()(())((()()((())(()())))()((((()((()()((()()(((((((()(())())())())))))()))()((()(()))(((())(()(((())()()())()(())()))))()()(()())(()()()((())(()()))))())(()(((()))()()()())((((()()((()))))()()))()(((((((((((((((((()()()()()()()()()()()))()))())())))))(()())(((((()(())((()())))()((((()()))()()))))((()())((()(((())((()(())())))))))))))))))))))))))))))))))))))))),40,0
()())()()()(()))))))((((()(((()())()())))()(())())())(())((((())((())((())))())))(((((((()()(()))(())()())))((()()()((()(()((()))((())())()()()))(())()()()(())())(())(())((()()())))))))(()((((()(())()))())(()))(()()(()(())((()))))))(())((())(()())))((())()()))))()()()(())()())))))(())())())()(()))))()((())))()(()))((())))((())))()())))())()())(())()())))()))()()))))()())(())())()))())(()(()())(()))()))((()((((()))(()((())()))()))))))))()()(()(()((((((((((()(()))))(((()())())))())()()()))))))())(((()((()(((),-1,-42
