sequence,stack_depth,count
(())(()())(()()((((())()()))((()(((()))(()())))()()())((()(())()))))()(()(((()))())())()()()(()(()()()(())))()((()))()(())(()(()))(())()()()(())()((()))((()((()()(())())()()))()(((()))))((()())(((()))())()(()(())))(())((()()()))(()())()(()())()()((())((((((((((()())())(()())((((()()())((()())))()())()))()())))(())()()))((())(()))())))(((()(())((()((()(((()(((((())()))))))()()))))()))))(((()()(()))))(())(((())))(())(())((((())(())))(())(()()))()(()(((()))((((()()(()))(())()))(())))((()((())()))))()(())()()(),16,0
(()(((())()))()())((())())((()(()()()((((()()(()))())()(()())()((((((()())()(((()))))(((()))))())((()()((()((())()(()))())()))))((()))((())()())((())))((()))((()()((())(()(()))())((()((())()((())(()))()(()))()()()(((((())((((((())(((((((()()))(()())(()(())()(()()()))(()((())))(()))())))))()()(())())()()(()()((((())())((((())())(((())))(()((((()()(()(((()()((()(()())(()))()()()(()))))())((())))())))))(((()((()())())))((()(()())(((()()))())()(((((((()))))()())()))())))()(()()(((())())()))))))))))))))))))))))),34,0
()(())(()((()()))()((((((((()())()(())()()())()(())())()()()())))(()()(())(())())()()()((())(()(()))()(())()))(()()())(()))((()((())()()()()((()((())))(()(()))()))())(()())(((((()()))(((()(()(()))(((()()((())()))())))((((((()))())(())))())(((()()())))())()()(())()()(()(()()((()((()()(()()((())))(()((((((()((()))((()())))((()()))(()()())()(()))((()))()(()(((()))(()))))(()())(())(()))()(((()))))(()()()(((((((((()()()))())))))((()))))((()())))((())((()))()()(())((()()()))))))((())()()(((())))()(()))))))))))))),25,0
()()()((()))((()()))(()((())())(((())))())()()()()()(())()(()(()()))()()()((((())))())()((((()(((())))(()(((())((((()()()(()()))(())))((((()()(((())(((()(()()())())((())))))))(()()()))(()(())()((((())(()()((()))))()((())())()()()(((()(()((()())(()(()(()))))())(())((()(()))(()))(()))))(())()(()(()())())(()((((()))((()())((()(()()(()))((()())(((()()))()())))(()((()()))((()(())(((()))(((((()()))))((((()))()))((((()))))(()()()(())(()))(()((()()(())(((((())))(()()()())((())))))(())()()()))))))))))))))))))))))))),32,0
(()(())()(((()())))())(()(()))()()()()()((())(()()()))((())(()))(())(())()()((())()(()))(()())(((((())))))((()))(()(((((()(()(((((()()))(()))()())())((()(()(((()(()(()))(())(((())(()(())))()()())()))(())())(())))()()(())(()))(()(()())()))()()()(()(((()()))))((((()(()))())((()()))((()()(((()))))))()(((((((()())))())(())(()())((())))(())(((()(())())()())(())()((((()())))()((((()()(()()((())))(((((()())()()()))(((((()()(((()((()))()()())))())))(())((()((()()))))(((((())(((()())()))((()))))))))))))))))))))))))),28,0
((()()))((((()(()()))(()))())((()()((()((((()))())())((()(()(((()(())((()((((())(((((((())(())))))((()(()()()(())(((((()(((((((((()((())()()))))))))()()))))()))())()))()))))))((()(())())())(())(((()))(())))))()((())())(((((())(()((((((()))))))()())))())))))(()((())())))())(())))())))(())((()()()()))((()))()()()(()())(())()((()()))(()(((((()((()())())(((())((()))(((()((()(((())(()())())(((()()))((((()()()))((()(()())((()(()))())()))(())())(()))()))()))))))()((())))))((((()))(()((((()))()((()))((()))))))))))),38,0
((())())(((()()))(((()()()((()((()()(()())(())((()(((()))())((())())()(()))(()()(((()))((((()())(())()()()(()(((((()))()()()((())(()))()))(()(()())(()()(())))((((()((())()(()(()())()))())(())))))))(())(())(()()))))()((((()()((()(()))(()()))))(()()())(())(()))((((((())))(())))))(((()((()())()()(())()()(((()((())))(()((())())))(((()((())()())((()(()((()())((()(()(()()))))(())()))()((()(()))(()()))())))(((()()((())())())(((()()())(())))))((((()()()))))))))()))()()())(()(()((()())(()()()())((())())))))))))))))),27,0
()((((())(())()()(()()()())(((())()(((())((()()()))))))))((((((())()(((((()(())))()()))((())))))())()()())()()(((((((((()())()())((()((((()))()))))))()))(((())()())(())()()(()))((()))()())()()((((()())())(()((()))(())))(()(())))(()()(()(()())()))())))()()(()()))()()()()()(()()()((()())(()())))(())()(()(((((()()()))(()())())())()((()(())())()((())))))(())(()())(()(())()())(((()(((())()(()((())()()(()())())()()))())())()))(())()(()()((())))()((())())()((()()))()()()((())(()))()()()()()()()()(((()()((()()))))),16,0
())()))()))(()()))((()()()(()(()))(((()))()((()(()((()))()))))((()()((()(((()(()(()))())(((()(()())())))((()()())(()()))())(()(((((()(()(())((())()()))))))))()(((()))())())(()()()())((((())(())(()))))(()))()))()(())(((((()()((((()))()))))(()()()((()(()((()(()(()))())()(())()())))((()(()(((()(()()()((()))()((((())())(())()))((()()()((())())))((()())())()()(()((()()(()(((()(()(()(())))())()))(()((())((())()))))))(()()()))((()(()()((()())(()())())((((()())(()((()))())())))((())()))(()))()(()(()(()(()())()()))(,-1,12
)(())))())(((()()))(())(()()()()))()))))(((())())))((((((()((())((((())(((()))((()))(()))(()(())()(((())()(())))(()((()(())())()()()((())(())(((((()))))))(((((((())))))())())(((()(()))((()()((()(())))()()()((()(())((()()((()(()))((()((()())))())()((()(())(((((()(()()()))((()(()()()()(((()())(()(())())(((()))(()(()()(((()))))(((()((((())(()))())((()))()((((()(()(())()(())((((()(((())(((())((()))(()((()((((((()())))((()(()))()()()((((())()())(())((())(()((()()((((()())(()((()(())))))(((()))))())(()()())()(((),0,58
()()((())())()(())()(()((((()())()))))((())()(((((()(()(())))())(((())()(()())(((()(()(()(()(())())))()))()()((())((()())()())(())()()(())()()((()()())()()(()))(()()()()))))()())(()((()())))())((()((()(((())((()))()()())((()(((())(()))))())))((((())))((())((()()))())(()))(((()))(()())()((((()((((()(()()))(())(((()))())()()(()())(()))((()()(()((()(()())((()(()())()(()()()()())()(((())())((()())())))())()())())((((())()(((()(())))()())))(())())(((()()((()))(((((()()()(()))))()()))((()(())))))))))))))))))))))),26,0
((())()(())())(())))((()(()((()())(())((())()((((((()((())))))()(()()(())())(()))()())(())(())))(()()()))()(())(()((()())((())))()(())))(((((()())))()(()()()(()))()()()(()()())()((()())(())((()((()((())))))()((((())((())(()))))(((()))(((())()))((()((((((())))(()((()()()()()))()))((())(())))))()((()((((((()())))()(()))())))))()((()())))()))))())(()((()()()((())))(()())(((())((()()))()()))()))))()(()(()))()))())()()((())((()())())())(()(((()))(()))()((()))((()())(()()))))(()))))(()((()))(()(((()))(((())()(()(,-3,-2
()()()((((()()((())())((((()()))))(()))()))(((()())()()(()))(((((()((())))((()())()((())(())()()(()(((((()(()()))())))((((((()((()((((()((())))))))))(())())())((()()(((()()()(((()(()((((()))())))))()((()(((())))())))))((())())))(())()))))((((()((()((()))(((((((())))())))(()))))()))))()))(()))())())(()((((()(((()(()((((()()(()((()())(()(()))()()(()))(())))(()())))((()()()((())((((((()((()()))))()()))))(())))))()(()())))(()())()())()()()()()((()))(((())()())((())))()))()))(())))(()))((((()())()))(((())()))(((,-27,8
(())()(((())))()()()((()()()))(()())()(()()(()(((((()()())(())))))((()((()()))(()()))(()))(()())()()(()(((())())(((())()(()()(())((())))())())()(()()((())(((()())))))(((((()((()))()())()))(()(((((())(()()))(()))(())((()))))((()())))((()((()((()())()))()(())(()())()))())))())()()())(())()()(((((()))(())()((()()))(((((()))))(()(())())((((())()))()())()()(()(((()))()(())())()()()()))))))(()())())(())(()())()()()((())()()((()())(((((((((((((((()((()))()())))(())(())()))(()))(()()((((())(())())))))(()))))))))))),20,0
()()()()(()((())(())()))(()()())(()((((()(()())(()))(((())()))))))()()((()()()((())))()())()(())((()))()(((())()(((((())(())((((((((((())((())(()))()(()(()))((((((((())(((()(((())()(()(((((()()(()(()()()))(((())()((())()))))(()((((()(()(()))()((((()(()((()()()((())(()())())))()())()))(())())))))(((()((((((((()())))())((()))(((()())())())))))())))))()))())(((())))(()()))()()(()())(())))()()(())))(((((((())))())(((()())))()))))(((()(())()()((((()(((()()))()())((())((()()))()))())())))))))))))))))))))))))))))),47,0
)()()(())()()))))((())(()((((()())()(((()())())))))(()())())((()()(((())((())))))))())((()()))(((()))(())))(((())(()())))((()))()())((()))()()())())()(()(()(())))((()((((()))(())((((())))))()))(())()(((()))))(()()(()))(()(((((()))((((()()((()()()()()))))(((((()()(((())()((()(())((()()((()()())(()((())(()())))(()(()(()())())())(()))()())(()())(())(()))())((()))()()(())()(())(())(((()(()))(()(()(((()))(((((()))(()(()((()())))))))(()())((())()()((()))(()((()(((()()())((()))))())))()()())))())()())(()(()()((((),0,10
(())(())(())()(((()()))())(((()(((()())(())))((())()((()())()(()()((()())()(((())()(((((()))((())(()()(()()())))())(()((()(()()(((()()))(())))(((()((()((()()))))(())))((((()(()))(()(((())))()(()))())()((((()()((())(((((()()()))((()))(())(())()))(((()()())()))))(()(((((()(()()))))()(()))()))()())((()())())))))()()()(())))(((()())))((()))))))))((((()(((()(()(()()))()(()(((()()()))()))()(())))))))((((((())(()((()()))))))())()(())())((()(()(())())))()((()(((()((())()))()(()))))())()()((())(((((()))))()))(()))((,-29,10
(()())))(()())))(()(()()()))))(()(((()((()()(())(()())))(()(()((()))))(((()(((((((()))())())(()))()(()))()())(()())()()))())((()()))()))(())(())()))((((())))(()())(()())(()()()()))((())(()))))(()(())()(()((((()((((()()())(())()()()((())())()(()()())))))((())())())(((((())(()(())(()))()(()()()(()())()()))()))()(((())((((())()))(())(()())(()))(())()(((()()())))))()())()((())()((()())(())())()))()(()()))(())((())))((((((()()()()))())(()(()))((())(()()())))(())(())()()()()())))()())()((()))(())(())((()))(())()(,-2,-8
((((((()(((())(()((()(((())))(())(((()((()(()))(()(())()())())))((((())(())(((()()()())((()()()(((((())(()())))(()((()))()))())((((()))((())()()()(((())()))))())(()))()))(())()))))()(()()))())(())))(())((((()((((()()(()(()())()(()(())()())))(((()(((((())(())()))(()))))(())(((())(())(((())(())))()()())()(()((())(())))()(((())()(()))()()())(((((()))()())))()))))(()(()()(())(()()(()()(()())()()((((())())))())))))())(())(())(())))))())(())))(((())())()))(())(()(()))())(()()()(((())))())))()())((((())(()())((()),-26,4
(())()()(())((()))(((()(())))((()))()())(()((()((()())()))((()))))()()()((()())(())()(((()()(()(()))((((())(()())()())()))))((()())(()(())()((((()))())))(((()(()((()())((())()(((()())))()(((()((()(())(()))((())())))(()())((()()(()()()(()()))()()(())(()()(())()))()())))(())()()))(())(())(((()()(((()(((())))()())())((()))(()()(((()()())()(()))()(()))(((((((()()))())((()(()((()()))))((((()(()(((()(()))))))()))(()))(()(()(()()))()()((()((()((((()()((()(()(()(((((()(()(()))(())))))))))))))))))))))))))))))))))))),38,0
)())()))((((())(((()))()()()())()()()())()))((((((()((()())()()()((())()((((()(())()()((())))(())()(((())(((()(())(())(((())(((())))(()(((()(((()))))()((()())))()((()((()((((((()))()()()))()((()(()(())))((()))()((())(((()))((()))())))))())())((()(()())))((())())((()(()))()())()))))(()))(())()()(((()())()())())))(((()()))()()(())(()(()(((())())())())(()(((()(()))))())((()(())))))))()()())())))(((()))(((((()()(())())())(())(((()(())(())))))((((()))())(())())(()()()(())())()((())()((()(())))()(())(())(()((())(,0,12
((())()()()()(()()))))((()))(()(()))(())((((()))((((((()()()(())(())))((((())))()((((())))(()(())(()()(())()()())()))))((())(((()))))(()))))(())()())))()()())()())))))())(((((())))((((((()())()(((()))())((()(()()())(()())(()()(((())))(((((()())((()((())(())()())(())))((()))((()(((()())()((())((())(())))(((()(())())(((()))))))()(()((((()))()((()((((((((()())(()((()))))()))))(()())))())(((()(()))((()(())(())())())))((((((()()((()))(()))()(()(()())))(((((()((()())))((())()())))))(((((((())()))))()()()))()((()),-3,16
()()()(())()()()((()(()())())(()())(((()))(())))(())()()()(()((())()))()(())((())((())))(()((())))()(((()((())((())(()()())(()((())())(()()()))((()()((()(()((((())()(((())))())())()()))()()())))())()))())())())((((((()()()))))(()((((((()(()(((()(()())()()())))()))(()())))())())()))()())())(())()(())()()()()()()((((())()())()(())())(((()))))()((())()())()()(())()(()())()()((()((())))()())()()()((())())()(((())()()())())()(()(()((()((()())(())((()))()((())())()()()()())()()(()()((((()()))))()(()()))))(()()))),17,0
)))((())((()(()()))()(()())()())())((())(((((((()))(()(())))))))))((()(())())(()())()())((((((())(()))())()(((()((((((()((()()((()(()())))(()))((()))))()(()))()(((()(((())(((((())())(()()(())())))()(())(()(()((()))))((()))(()))(())))())()))))()()())))))()((()())))(())(()()))(())(())()))(()(()()((((()()()()))(()))(()()((((()))((())))))))(((()))))(()(()(()()(())()((((()))((()()()()(((((()(())(()))(()())()()(())()(())((())))))))))()((((()(((((())(()()((((((()(())))(()())(())(((()((()()))((())(())))()))))((()(),0,12
)))(())()))((())())))((()(()(((())((()()()(((())((((())))((((()(()()()())))()(())((())))()((()(()(())()(((())((()())))()(()(((()()(((()(())()()())(()()))((()())((((()((())())))(()(((())))()(()))(()(()))((()()(()))((()((()())()(()((()(())(()()(()))()))())))(((()(()(())))(())((()()(((()()))()(()())(())((((((())()((((((()))(()()))(()(((()(()(((()(((())()))()()(((()(()))()())))(()(())()))((((((()()))())(())))()()(()))())(()(((())()())()(()))(((()())(()((((())(()(((()))()))(()))()())()))))()()))(((()()((((((()((,0,46
((()())(((()(())((()())(())((()())()))))))(()(()))((())()(((()(())()(()()()(())((()())()())((((()(()))((()(())((())()())()()()((()(())))))()()())()(((((())))))()(()()())))(())())))))(()()()()(()(()))()(()))()((((()()))((())))())(())()(())(()()(((()()()()()()))((()((((()())()()()))((()))())()((((()))))()))))()()((((()(())())()())())()()()()((())))((())())((()()())()((((()()())()()()(())()()(((()()(((()()(()((((()())(()(()()(((((()(()()()))))((()(()()(()))((()(())(()(()(()(()()()(()))))))))))))))))))))))))))),28,0
(())(()()())(((()()))())()(()(())()(()))(()(()))()(())(((()))(()))()(()()((()((((()(()())()(()((()))()))))()()))))()(())()()()((((()))()(()()(())))(())()())()()((((()(()())(())))()))()()(()(()))()((()))()()()((()(((((((()())))))()))))((()((((()))()(((())((()(())((((()))())(((()(()(()()()))))()())()()()((((())(()()))()()(()))((((())(((())))()((((()((()))))(((())())(())((()()()())))))(()))((())(((((()(()))))))((()((()(()))))))(())(((())()()()()(((()((()))(()())()))))()(()())()))(())(((())(((())))))))))))))))),20,0
()(())(((()(()))()))((()(())((()(((()))(()((()))(()((())((((((((()((()(()()())(()()())(())((((())))()()((()(()((((((((())())))((())()))))(()))))()))())(()))()(((((()))(()(()(()))())()()((((()()()())(((()))()))()((()())()()()())())))))()(()(()(()()(((((((()))))((()))()))(()())((()()((((()((((())))((((()(((())))((())(()()))()))))())))(())()())()(((()))())(()(()))))((()))((()(()))(((())(())())())(())())))())((()()(())(())(((())(())((((((()()(())((())()))(()(((()()))))(()((()()))(()))))))))))))))))))))))))))))),35,0
()))())())(()()))())())(())())()(((()(()))()(()))())(()()())(())()())()())))())(()((((())))()()())()())()((()()))()()())()((())((((())()))((((((()((())(()((()))))(())))(()))))(()())(()())()(())((()()((()())(((())(()())()())))))(())()))())()((())(()((())(((()()()()()()))()()())()(()())(()))(()()()()(())))()))((()((((()(((((()(((()()))()((()()()))())()(())((())))()()())(()))(()))(()))))()(((((())())()))((()()))))))())))()()()()))()(()))))(()())()()())((())())()))))()))(()()())((()()((())(()))()(())))))()((()),-1,-30
())()(())((((()(())()))))))(((())))((()(((((())()())))))()()()(()(()))()(((()()))()()(()))))(())()))())(()((()()))(()()((()())(())()()())))()((()()()))()(())()()))((((())(()())()))()()(((())))))(((((((())())()(())(()))(())((())())((())(())()))(((()()(()))()))()()))))))))))(()()(())(())())(())()()))))()((()))))())))())))()(())(()())()())(()()()())(()))(((()(()(((()))())()()))()()))))))())(())))(())(())))()()))())()()((())))()(())))))))))())(()())()))()(())))))(())()))((())((((()))((((((()()(((((())()()))))(),-1,-52
(()()(()(()())()())(())((()))()(()()))((((()))(()))(()))((()())((()()())))(()()(()((()()()()))))()()(())()(())((((()(()(()))(()((())(()(((((()((((()()())((())()))()(()((((()))()()())))())(())((((()()()((()((())(((((((()))(()((((()()()()(()(()(())())(())))()()((((()(()(())(()())(()())(()((()()())))))(((()()(()(((()((())(())()())))(()))())()()()()(((((()(())()((((()())()())(())()((())()))))(((()))()()())((()()(()()))(((())(()()((((()(()(()()))))(((()()()))())()())())))))))))))))))))))))))))))))))))))))))))))),50,0
()((((((()())(()))))))()(((()(())()(()))))(())()(())((())((())()((((())()))((()(()))))()()((()((()())())()))())())(((())())(())((()()())(()))())()(())()(((())(()((((((())))())))(()((()))))((()()()))))()()(()(()(())))((()(()())(())()))(())(())()((()()()((((()))))((()((()(((()())))(()(()((()()))(()((())))))())))(((()))(((((((()())()((())())((())))(()()((())())())()(()(((()())))()(()))())())((()(((()(())))))))((((()(()(()()(()))((())())()())()))()))))(()(()))(((()())))))((())(()(()(((()))(()((())))(())())))))),14,0
))(((((((((())))()((())))()(()())))())())()()))))))())()(((()(()(()(()()(((())(())((()(())(()())()(()((())(()()(())()()()()(()(()(())()())()()(((((((())()))))()()())(((()(()((()))(()())))()())()(())))(())()()())))(((((()()((()()))()()()(())(()))()(()))((())()())()))))()())))()))((((()()())())())((()((()(())()))))((()(()(()((()))()((()))))(()(()))(()()(()((()(()))))))()(()(((((((((()))))())))()()(()()))((()()()(()()(()()())(())(((()))(())))))))(())(()(())))))))()))(())((())())())))((())(((()(())(())())((()(),0,-6
((((((()(()(())())())))()())(()(()))()()))()(())()(((())))(())(())()(()((()(())()()((((())))))))()((()))()(()()(()((())())))((((((()))))(()))()(((())((()((()(())())((())((((()())()())())(()(()()))(())())()()(()(()()(((()((())()())())(()))()(()()))))()((((((())))(())())(())()))()))))(())(((())()())()))((((())(()))()))))(())(()())(((())()()))(())()((()(((((())))(()))()()((()((())(((()(()()())()(((((()())()((((())(())((())))))(()())())((()())))()()((())()()((((())())))(((((()(()((()(()()()))))))))))))))))))))),22,0
(()())()(()((((()(()()(()(()))()()(())))()))((()))))()()()(()()((()))(()))((()((((()))()))))()()()()((((())()(()()((())))))((()()()())))(()(())()()()(()())((((())((())))((())())()(()()(()((((())))()((()())()(()))()((()(()()())()((((()((()()())))())(())()(()()()((()()())))()(())())(())))()(()(())(()))()())((((())())))())))((())()((())()))()(()()))((()()())()(())))()()()()()()((()))())()()()((()))(())(()()(())(()))()()(()((())))(((((((())))(())()(()))(((()))))()()()()((())((())))))(()())(()()())()(()())()(()),15,0
()())()(()))((()((((((()))))(((())()((((()())()())()))))(()())))()(((((()(()()(())))(((())())())(())()((()(()(((()))(((()(())))((()()))(())(())))()()(()((()()())()())()(()))))()()()(((((()))()()(((((())())))(()()())()())))(()()())((())()((())(())(()()))()()())))(()()(()())()((((((())((((()())()())()))()(()(())))()))(())))))()))(()()()(((()))()))()(())))()()))()))((((((())()())))))())()))(()())))((((()()))))())((((()((())((()()))()())())())((()())()())((((())(()))(((()))(()(()(())()((()()))(())()()))))()))(),-1,-10
((((())(((()()))(()())(()))()))()(())(()(())))()(())(()((())()()()))(((((()()(((((()(()()(((()()(()()()())())()))))(((((())(((((())((())()())))()()))(()))))(((((()()(()()(())())(()))())))()((())))()()))(())(((()()(()())()()((()())((((((((())()(()())((()((((((((())(())((((()))(((()(()(()()(()()()((()))))()(())(()))))()()()()())(()())((((((()(()(()())))())())())((()()((()((())()))()()))))))))()))))))(((((()))()((()((((())()))(((()())())()())()()()())(())))(()(()(()))((()())((()(()))))))))))))))))))))))))))))),39,0
)(())(()((((((((()(()))((()(()((()))((())()))))()((())))())())(((((())))))(())((((())(((())))((()))))()(((()(())))()(()()(())()))((((()(((())()())()))((((())(()()(((())))))())()))()(((())())()(()((((()))()()))()((()))(()(((((())))))()((())(()()())()()()))(((()(((((()())()((()(()()))())()((()))))((())(((((()((()))(()()))(()(()))()(()()(())((())(())(()())(()(()((((())()((((()((()(()(())))))(()()(())())())(()()))(()(()))))()())()))))(((()(((())))()()()(((()()(()()()()))((((()(())(()())((())(((()(((()))()(()()),0,34
()((())(((()(())()))(()(()(()))())())())((()(((())(())((()()))(()())))))(((())())(()))()()()()(((()(()(((())())))))(()()()))(()((((((()))())((()(()())(((((((((((()(()((())())((()())()))()()))(()(()))))()((()(())()(()((((())(((()))((())())))()())))(()))(()(())))(()())()((())))))(((()))))))))))))(((((()(((())(((())()()))(())())((()()((()(()())())()))))()())))())))(())()((()(()((())())()(((()))(())))()((()()()(((())(()(()))))()((()))(()()()(((())()())((()(()()(()))((()((((((()(()))()(()()()()())))))))))))))))),23,0
)(()(()()())())())))))))()(())))((())))()()))())())())())((()()())))))())(()())()())())))()))())()()(())())))(()))())))()())(()((()())))()))(((())()(()(()))()))())())))()(()))()(())()))((()())))(()(()()()(()))))))()))()))))())())()()(()((((((()(((()((()(())())(()(()))())()(()(()(()))))(((()()(()(((()))(((()))))())))((()()))))))()(((())(()(())(()))))()()((()((()))((()()()))(()))(())((((())((())(((((()(())(((())())()))))((((()((((((()))((()))(((((()(())()()(()))(())))))))))())((((((((()((())(((())))(())()((((,0,-28
)))))(((()))))))()(((()()(()))))()(())()(()(()))((()()()(()((())))))()()))()((((()()())(()())((()()())))((()(()()()))()))((()()())()()()()((((()()))((())()()))()(()(())()(()()((((())(((()(()(()(()()))))(()())))()(((())(()()((())(())(()()(()(()(()))))))))()))((()())())(((()(((()((()()(((())()))(()(()()()))(()(()())((()()((()))()))()(()(())))()))))()(((())(()())()))())(()()))()(()()))))(()()(()())))()))(((((())((((()(()((((((((())(()(((()()()))()(()))()()))()(()())()((())()))())()))))(((()(())()()))))())(((((,0,4
(()(())())(((())()()(()()(()()))))))())(((((()(((()(())(()))()))(())(()((())(()())(()()(((())((())((())()()()))()(()((()((())())(()((((())))(()(()())(((()((()(())()()((()(())()()()((())()(((()))()())()(())())(()()())(()()((())())()(())))))()()()()((())(()()(()))((()(((((((()))(()(((())))((()(((())()))))())))()((((((()))()(()(())())()(()))))()())(())()))(()(((((())()))()()((()()((())))(())()((())((()))()))(((())((()((()())))(((())))((())))((())(((()))((()(()(()()()()((()(((())((()()())(())))(((((()((())((()(,-5,44
)()))))()(()()))()))()()(((()))()())()())(((()((())()((())((((())()))()()(()())(())))((()(()(())()(((((()()(()))())()()())((())()))))())((((((()))((()))))(()(())()()(())()(()()(((()(((())((())))))))()(((()())))(()((())(()(((()(()))((()(()))))(()(((()(())((((())()(()))))))()())))((()))))())(()()((()((()((()()(())(((((()()((((()((()(())())))))())(())()())()())(((()))()((())))())(((()(()()((((())))()())))()())(()())(())))()()())(((()))))((((()))))))))()()))()((((())))()((())))()()(()(((((()())(()(())(()(()))((,0,8
()()()(())()())(()))()(()))())()))())()))))()()())()())())()))))))()(())(()(()((((()((())))(((()()))()(())(())()(((()())(()))((((())()((((()))())((((((((())(())()))()()()()((()())))))))))))((())()))))()))))(((()()((())))(()(()()())))(()))))())))))()))((())(()())()(())()))((((()))(((()))((()))()))))(()))()))()))()())))()))(((())())())(())(())))())((())(((()))))))(())())()()())))))((()(((())(((())()))((()())))()(()((()(((((()()()))(())))(()))(())))())()))(())))()()(((()()()((((()))))))))())((((((())(()()()((),-2,-48
(()))()(())))(())(())(())))))((((((()((()()()))()))(()))())()((()()())(())((()))())())))))(())((()(((()))()((()(())))(((((()(()()((())()(()((()(()()))()()))((((()()(()()))))(()()()()(((()))())(()((()(())(())))()()(()()()()))(()(((()))()()()()))))(())((()())(((((())())())())(((()()))())))(()))))()))(()()))())(()(()(()())()(())))()))(((())()))))(()()))(((()((((((())(())))())(()(()()((()))()()()))())()())(((()(()(())()()()))((()((((())))))(()(((())(()))((((()))()())))()))(((()(())()(((())())()(()((()(()))(())(,-2,0
()((()()())(())(()))()(()((())(()(()((())()))(()())))()(())((((()((()(()(())))))))))((()()(())(()(()())((((())))())(((()()(()(((())(()()())))))))((()))())())((())(())())()((((((()(()()((()((())(()()(())()))()(())()(())))(()())))))))))()())()))())())))(((())))((()()(()((((()())(()))(())(((())((((())(((())()())()((())))((()))(((()()((()()(()())()()())))(()(()(()))((()((((((()())())()())(((())))()())()()))(()((((((()()())))())))(((())((()))))))()()))(((())))()(((()))(()()()))(((())()((()(((()()()(((((()(()())),-14,16
()()(())((()))(()())()()(()()(()((())()(()))))(()()())()(()())(())(((((())))(((((())(()()()(((((()()(()(()(()(((())()()())))((((()(()()()())))()(()(()))(())()))((()))(())(()()(()(()())))())())(()((((())(()(()()))))))))())((()()))((()(()())())()((())))())()))))()()())(((()))(((((((()()())(())))))((()()(((()((((()((((((()(((()((()()(()()))(()((((()())()))(()))()(()()()()))()()()()())))))())))())())()()(())(()())()(())()))(())))))()()())))(()))((())))(())))))()((((((()))((((())(((((())))(()())()()(())))))))))),31,0
((((()(()))()()(()(())))))()((((())((((()(((()())())()((((((()(())(((((())))))(()))()()))))())((()))(()))(((((()))()))())))))()(((()()((()))))((())((())(()))((()())))))))((()))()(((((())()))()()(()((((()())()(())())))((())()(((())))))()(()(((((((()()((()()(()(((((()()(()(((()(((((((())()()((()))()()()(((()(((((())())())((()())(((()((())((())()(()))())()(((())()((())((()(((()()())))((())))(((()))(()((((()()())))())())))())))(()()))()(()))(((())((()()(()(((()((()()))))))))))))))))))))))))))))))))))))))))))))),48,0
))(()(())(()))))())))(((()()((()))())(()((()))((((()))()())(()())()))))(((((()))(()((((()()))()(((()(()()((()((((()()()(()()(()))(())(()()())))((()()))))))((()))()((()()(((())))())))))(())(((((()(())))())()()(()))))(((((()((()())()))(()())((())(()(()()))(()((()(()(())))(())((()((((())(())))())((()()))(((()()()((((()())()))((((((()))())(()))())())(((()))(()))()))))()))))(()))()((()))(((())))))(())((()(())()(((()()()))())())(((()((()))()(()(()())(())(()((((()((()()(()))()((()())))()(())((()(())((())))((()()((,0,16
((())(()(((((((())((()())(())))()()()())(()))))(())))(()((()())))(())(()(((()()()()()(()()(()(()()()()())()())))))))()()(())())()(()((()(()((()))))(((((())()(((((()()))()()())((()(())())((()(())()((()(())(()())()((())(()))(((()))(((()(()))())()((()()))()(())))()((()()()()())(()())))((())())))()())))()(()))))((())))(((()))((()())(((())))()())()()))(()(()())()))(())(()))()((((((()())())(()(()))))()()))(()())(())())()((((())))(()))()()(())()(())((()(())(()))()(((((()()))(())())(((())))(())(()())()())((())()))),-11,-2
))))())()())(((()()())())))(()(()()())))((()(()((())((()())(())()()(())()(()()()())))(()(()(())())(()(())())((((())((()((()))))((((()))(())()())()))()(()))(())())))())(((()))(())((())((()(())((()()(()))()()(()((()(())((())()()))(())(((((((()()))(((())))))(())((((())()(((())))(()))((()()(()))()))((())))(()((()((()))(()((()(()()())(()(()()(()(()((())()()((((())((()))())))())(()))(()))(())(()()(()((()()))(())))))(())()())(()))((((())(())(()()()()))()((())()()())(()()))(()((()(()()(()(()()()))(()))((())))(())((,0,12
(())((()()))()()()(((()(()(()()))()))((()(())()()))(()(()()))(()))()()()()(()()(()()())()(()((((())))()()())(())))()()(())((()()())(()()()(((())(()))()()())))((()(())))()(((()(())(()(())((((()())))((((()(((())()()))))))(()(()())((())(()))())()(()((((((())))))(()))))()))(((((((((((()(()()))()))((())()()())(()))(())()))())))))(()((())()(((()()))(()))())))((()(())())))(((((()()((()(())()()((((((()))))()(()))()))()(())())()(()()()()))))()))()(()()(())(((())()))())(())()()()()(((()(()))(())()(((())((()(()))))))),15,0
))))((((((()())((()(()))()))((((()((()()())(()(()))((()()))()(())(())())()()(((()((())((((((()((()))))(()()(((()()))()(((())((())())(())((()(()()()()()(()(())(((()((())()(()()()(((()))))))()()()(()()()(((()(())()(())((()(())()((((()))(())((((((((())))(()(()(()()()((()))()))())()))())()()()(((()(()((()))))))))()))))()))(()(()())())(()))((()(((()(()))()(((()(()))))()(()))))())())(()(()())()))))())))))))))))()))))))(((()(((((()())((((()(()())(())))()(()()()((()))))((()(()()()))(())(()()())))(())()(((()()()(()),0,12
